order_id,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value
order_010877,1,prod_00140,seller_00352,2018-07-18 21:21:00,11.57,7.69
order_010657,2,prod_01254,seller_00075,2017-04-12 22:55:00,R$ 17.25,6.5
order_010035,1,prod_01651,seller_00327,2016-07-20 08:10:00,59.62,14.55
order_001200,2,prod_00557,seller_00172,2017-06-15 10:40:00,R$ 165.24,14.42
order_007888,1,prod_00142,seller_00452,2016-06-07 19:40:00,67.71,20.81
order_013813,3,prod_00563,seller_00137,2018-05-09 11:12:00,37.96,R$ 14.67
order_001017,1,prod_00658,seller_00230,02/14/2018 09:45:00,245.75,46.52
order_001549,1,prod_00895,seller_00071,2017-05-21 20:26:00,21.99,6.5
order_000258,2,prod_01008,seller_00270,2016-10-15 10:50:00,317.62,57.57
order_017491,1,prod_01244,seller_00011,2018-06-28 17:32:00,80.29,22.01
order_021611,2,prod_00307,seller_00434,2017-03-31 22:22:00,251.55,25.54
order_027498,2,prod_01912,seller_00194,2017-02-26 15:25:00,34.07,14.61
order_001970,1,prod_01484,seller_00486,2017-11-05 09:33:00,56.17,15.89
order_012602,1,prod_01264,seller_00258,03/17/2016 09:54:00,55.47,8.0
order_013721,1,prod_00876,seller_00302,2016-04-24 20:17:00,14.57,7.62
order_027903,1,prod_01143,seller_00101,2017-03-15 11:20:00,119.86,28.69
order_029087,3,prod_01632,seller_00414,2017-10-14 11:18:00,82.75,20.45
order_016913,1,prod_00798,seller_00202,2017-05-16 14:42:00,98.97,17.83
order_005827,1,prod_00765,seller_00188,2018-05-01 17:18:00,174.21,33.32
order_022516,2,prod_00224,seller_00345,2016-09-01 17:20:00,336.02,36.56
order_018194,1,prod_00842,seller_00473,2017-02-18 16:12:00,24.11,11.62
order_008934,2,prod_00220,seller_00448,2017-11-05 14:11:00,49.3,9.43
order_012670,1,prod_01649,seller_00128,2017-03-26 16:23:00,107.44,30.2
order_013154,4,prod_01342,seller_00188,2018-08-26 13:07:00,125.4,28.56
order_011575,1,prod_00486,seller_00217,2017-11-17 21:53:00,219.84,18.35
order_011184,1,prod_01056,seller_00245,2017-12-29 19:25:00,128.94,29.07
order_023772,2,prod_01787,seller_00318,08/30/2016 19:37:00,10.16,7.49
order_011895,1,prod_00444,seller_00285,2018-05-28 19:16:00,R$ 170.74,16.47
order_019707,2,prod_00117,seller_00214,05/19/2018 16:22:00,7.33,11.35
order_019505,1,prod_00310,seller_00357,2016-10-06 15:24:00,12.67,8.01
order_002900,2,prod_01411,seller_00269,2016-05-02 10:31:00,288.81,51.02
order_021584,1,prod_01029,seller_00314,05/31/2017 19:27:00,26.82,11.46
order_006634,1,prod_00829,seller_00108,2018-03-23 22:24:00,53.42,6.5
order_022218,1,prod_01239,seller_00225,2017-10-02 21:22:00,15.87,6.72
order_026927,1,prod_00281,seller_00126,2017-11-08 14:10:00,84.52,16.08
order_026553,1,prod_01521,seller_00313,2017-08-19 21:04:00,144.19,18.36
order_004413,2,prod_00572,seller_00319,2016-07-31 19:58:00,33.86,9.53
order_024380,2,prod_00781,seller_00475,2017-10-20 17:11:00,58.35,19.79
order_019375,2,prod_00315,seller_00373,2016-10-14 21:04:00,86.53,18.67
order_028349,1,prod_01757,seller_00233,04/19/2018 17:48:00,23.39,6.5
order_014189,2,prod_00376,seller_00152,2017-07-16 09:48:00,64.35,18.15
order_028267,1,prod_01700,seller_00327,2016-07-03 21:55:00,53.1,14.37
order_029698,1,prod_00555,seller_00416,2018-04-28 13:28:00,76.64,26.35
order_015280,1,prod_00616,seller_00224,11/18/2016 22:37:00,64.55,12.15
order_027850,1,prod_00540,seller_00097,2016-12-01 11:31:00,143.67,14.27
order_017909,2,prod_01434,seller_00444,2017-10-27 10:45:00,36.57,17.64
order_015740,2,prod_00615,seller_00490,2017-07-29 23:28:00,289.08,52.64
order_010665,2,prod_01485,seller_00329,2016-08-07 18:39:00,40.91,14.61
order_005879,2,prod_00167,seller_00198,2018-03-17 17:52:00,44.65,16.32
order_025999,1,prod_00846,seller_00135,2018-06-01 20:20:00,31.58,15.28
order_018960,3,prod_01642,seller_00275,2018-09-04 20:14:00,80.05,11.62
order_001151,2,prod_00185,seller_00113,2017-01-20 13:35:00,17.17,8.17
order_020455,2,prod_00183,seller_00050,06/20/2018 06:16:00,14.97,13.67
order_004036,1,prod_01983,seller_00030,2017-10-31 11:34:00,95.83,21.77
order_014896,1,prod_01765,seller_00113,2017-06-03 08:04:00,42.46,13.17
order_012028,1,prod_00563,seller_00147,2017-01-20 16:52:00,72.48,21.23
order_029479,1,prod_01216,seller_00324,05/24/2016 21:39:00,9.03,6.5
order_016629,2,prod_00570,seller_00127,09/30/2016 19:49:00,119.21,24.45
order_025798,2,prod_00202,seller_00405,2016-11-02 12:26:00,143.03,34.75
order_017427,2,prod_00775,seller_00071,2017-09-30 19:00:00,15.84,12.49
order_029807,1,prod_00910,seller_00439,04/02/2018 11:07:00,53.56,17.31
order_024363,1,prod_00770,seller_00276,2018-03-16 14:23:00,R$ 25.73,6.89
order_014469,1,prod_00253,seller_00090,2017-05-16 19:06:00,49.17,11.94
order_015815,2,prod_00548,seller_00178,05/07/2016 09:28:00,19.86,8.14
order_004740,1,prod_00441,seller_00289,02/23/2016 09:37:00,44.06,17.96
order_012359,1,prod_01694,seller_00173,2018-07-27 21:42:00,20.03,13.61
order_002998,3,prod_01848,seller_00370,04/08/2017 13:49:00,23.61,6.5
order_007366,1,prod_00205,seller_00145,2016-06-05 16:33:00,83.9,19.08
order_012435,1,prod_01751,seller_00011,12/07/2017 17:41:00,68.46,17.72
order_022486,1,prod_01721,seller_00029,2017-03-27 13:46:00,632.89,109.23
order_001694,1,prod_00621,seller_00458,2017-12-31 15:15:00,36.98,16.47
order_021297,1,prod_00230,seller_00088,2016-04-22 14:59:00,44.08,9.47
order_013145,1,prod_00396,seller_00442,06/14/2017 09:48:00,62.29,19.1
order_014680,1,prod_01695,seller_00432,05/12/2018 11:14:00,47.04,14.06
order_020541,1,prod_00167,seller_00315,06/07/2016 09:26:00,33.88,8.69
order_015198,1,prod_00886,seller_00026,2017-07-18 15:53:00,98.82,19.25
order_021098,1,prod_00401,seller_00348,2016-04-15 06:00:00,46.1,15.66
order_015947,2,prod_01142,seller_00109,01/13/2016 17:35:00,68.83,15.19
order_017360,1,prod_00226,seller_00269,04/05/2016 12:51:00,143.75,31.2
order_009704,3,prod_01343,seller_00213,02/14/2018 11:04:00,86.06,15.36
order_028624,1,prod_00922,seller_00106,2016-02-18 13:21:00,148.45,31.58
order_025151,2,prod_01190,seller_00425,2017-02-22 09:51:00,9.76,8.08
order_007242,1,prod_01794,seller_00087,09/05/2017 09:53:00,126.16,18.73
order_009932,1,prod_00544,seller_00226,04/20/2017 11:25:00,770.32,102.91
order_025691,1,prod_01133,seller_00365,2018-08-11 14:53:00,50.4,8.88
order_024014,1,prod_01285,seller_00213,2017-08-10 15:05:00,142.72,12.35
order_019784,1,prod_00840,seller_00339,2018-04-17 09:45:00,119.67,16.91
order_000446,1,prod_00147,seller_00021,2017-09-27 21:33:00,29.47,12.23
order_029086,2,prod_01523,seller_00156,01/19/2017 17:39:00,101.84,23.22
order_018742,1,prod_00795,seller_00226,12/26/2017 21:40:00,48.94,15.47
order_002910,3,prod_01950,seller_00071,2017-04-04 13:42:00,70.4,22.26
order_007635,1,prod_01252,seller_00133,11/09/2017 22:58:00,23.7,9.49
order_001709,3,prod_00961,seller_00493,2017-04-16 20:21:00,127.47,27.02
order_024941,1,prod_01620,seller_00140,08/10/2018 01:46:00,83.68,-18.67
order_027091,1,prod_01556,seller_00467,2016-04-19 11:47:00,29.07,17.85
order_004251,1,prod_00770,seller_00497,2017-04-13 08:32:00,58.55,12.06
order_029234,1,prod_01768,seller_00270,2016-11-03 15:42:00,26.1,13.73
order_009281,2,prod_00519,seller_00223,2016-08-29 00:11:00,62.8,16.21
order_011931,1,prod_01027,seller_00294,2016-08-28 21:04:00,15.47,6.85
order_008103,1,prod_01055,seller_00399,2018-05-24 20:52:00,38.75,9.2
order_009247,3,prod_01529,seller_00300,2016-03-15 18:07:00,421.02,38.15
order_025424,1,prod_01142,seller_00382,09/06/2016 10:52:00,85.9,14.99
order_023545,1,prod_00753,seller_00451,2017-01-29 17:58:00,32.61,16.14
order_010752,2,prod_00764,seller_00436,09/18/2017 08:54:00,10.41,7.67
order_008521,3,prod_00184,seller_00085,05/31/2017 14:14:00,32.59,15.74
order_001639,2,prod_01182,seller_00171,11/02/2017 14:00:00,14.44,10.04
order_028944,1,prod_00501,seller_00096,2017-09-01 19:11:00,72.76,22.1
order_007957,1,prod_01221,seller_00268,2018-01-03 19:07:00,34.13,16.29
order_027617,1,prod_00987,seller_00201,2016-03-01 13:59:00,53.31,11.03
order_025680,1,prod_01686,seller_00375,2016-03-17 22:31:00,185.17,25.58
order_019322,1,prod_01561,seller_00135,2017-11-03 20:29:00,23.88,9.45
order_012944,2,prod_01215,seller_00387,2018-07-16 14:33:00,24.17,12.02
order_006910,1,prod_00270,seller_00311,2017-02-23 23:49:00,33.78,7.4
order_004217,1,prod_00649,seller_00127,08/27/2016 09:31:00,17.02,14.75
order_015237,2,prod_01633,seller_00254,2017-07-26 20:01:00,171.51,22.91
order_000005,1,prod_01092,seller_00188,2017-04-15 10:26:00,9.71,10.53
order_015676,2,prod_01480,seller_00249,2017-02-12 21:16:00,6.88,9.58
order_024045,2,prod_00784,seller_00204,2017-06-26 14:54:00,63.42,18.79
order_002329,1,prod_01311,seller_00020,2018-03-14 18:23:00,107.87,23.25
order_016788,1,prod_01228,seller_00013,04/20/2018 11:22:00,21.98,10.79
order_027879,1,prod_00454,seller_00325,2016-12-28 20:05:00,105.17,25.49
order_028183,3,prod_00274,seller_00291,10/09/2017 21:26:00,638.23,119.47
order_000229,1,prod_01358,seller_00137,2018-01-10 20:54:00,19.93,7.8
order_001336,1,prod_01202,seller_00007,2016-12-15 15:25:00,17.8,9.19
order_024457,3,prod_01052,seller_00145,02/24/2016 08:56:00,26.58,10.28
order_011865,2,prod_00495,seller_00257,2017-02-04 09:36:00,43.51,9.02
order_019912,1,prod_01295,seller_00314,2017-01-15 20:50:00,10.75,12.72
order_000340,2,prod_01363,seller_00489,12/27/2017 11:34:00,261.62,29.03
order_029413,1,prod_01898,seller_00042,2016-06-20 08:54:00,303.13,40.27
order_009052,1,prod_01994,seller_00038,2016-07-13 20:43:00,25.75,7.58
order_004701,1,prod_01183,seller_00254,2017-12-04 15:13:00,11.18,11.11
order_013514,1,prod_00942,seller_00240,2017-01-07 11:22:00,152.74,15.7
order_016005,2,prod_01094,seller_00184,12/08/2017 09:34:00,8.7,6.5
order_014522,1,prod_01649,seller_00297,2017-11-02 18:00:00,72.05,19.77
order_000248,1,prod_00695,seller_00391,2017-07-14 18:00:00,112.92,11.97
order_014813,2,prod_01431,seller_00438,2017-05-19 00:35:00,90.62,11.79
order_015250,1,prod_00309,seller_00340,02/28/2017 23:28:00,144.34,15.48
order_015386,2,prod_00379,seller_00494,03/11/2017 11:46:00,16.64,12.35
order_005975,1,prod_01145,seller_00288,2017-05-17 05:58:00,108.84,17.53
order_003601,1,prod_01076,seller_00049,2017-10-06 18:42:00,105.48,22.22
order_029940,1,prod_01021,seller_00339,2018-03-01 12:24:00,6.65,8.84
order_004040,1,prod_01504,seller_00251,2016-11-16 20:43:00,30.72,13.14
order_021674,1,prod_01304,seller_00094,2018-01-31 18:22:00,101.13,20.07
order_024306,1,prod_01685,seller_00488,2017-11-28 08:32:00,30.8,12.31
order_010477,2,prod_00185,seller_00000,12/27/2017 18:16:00,19.41,-9.99
order_002107,1,prod_00288,seller_00216,2016-09-22 16:22:00,32.64,9.71
order_013191,1,prod_01772,seller_00359,2018-03-29 08:07:00,17.65,9.28
order_005422,3,prod_01727,seller_00105,04/18/2016 16:15:00,86.81,R$ 12.41
order_011395,1,prod_00068,seller_00154,09/07/2016 15:21:00,25.5,6.5
order_007500,3,prod_00402,seller_00166,08/03/2016 14:25:00,21.48,11.73
order_018523,1,prod_00668,seller_00174,2017-01-21 11:18:00,45.82,12.83
order_021260,1,prod_01270,seller_00415,2016-02-23 18:53:00,16.35,10.96
order_006272,4,prod_01958,seller_00309,2018-02-15 19:34:00,8.78,12.52
order_010189,1,prod_01532,seller_00093,2018-07-31 14:12:00,278.67,55.81
order_014551,1,prod_00210,seller_00217,11/09/2016 20:34:00,199.66,43.12
order_015191,1,prod_01437,seller_00391,2018-06-15 20:50:00,202.21,32.4
order_021026,1,prod_01277,seller_00138,2016-02-29 07:48:00,80.84,R$ 7.94
order_004786,1,prod_00412,seller_00272,2017-12-30 10:32:00,24.76,9.52
order_001240,1,prod_01689,seller_00241,11/17/2017 13:27:00,183.22,25.4
order_015643,3,prod_01134,seller_00076,05/04/2018 09:47:00,242.32,49.01
order_023628,1,prod_00647,seller_00054,2016-06-18 17:33:00,115.92,15.22
order_008064,2,prod_00712,seller_00221,2016-02-06 18:55:00,92.24,24.35
order_026613,1,prod_00812,seller_00320,04/12/2016 15:39:00,25.67,9.11
order_001434,1,prod_01430,seller_00155,12/20/2017 07:48:00,45.13,9.46
order_025681,1,prod_01744,seller_00336,2018-05-24 20:55:00,419.33,54.78
order_011282,1,prod_01845,seller_00220,09/15/2017 12:00:00,88.16,12.98
order_026001,1,prod_01263,seller_00150,2016-12-11 21:43:00,9.48,14.2
order_013638,2,prod_01462,seller_00409,2016-05-09 21:52:00,26.03,10.84
order_012176,1,prod_00996,seller_00371,2017-02-21 12:52:00,119.23,23.77
order_001334,1,prod_01910,seller_00091,2016-12-15 13:59:00,40.66,17.34
order_004986,2,prod_01225,seller_00346,2017-12-11 10:14:00,87.55,15.82
order_024191,1,prod_00794,seller_00306,2016-05-18 22:00:00,154.47,28.73
order_001807,1,prod_00999,seller_00072,2017-12-26 13:55:00,27.76,12.32
order_009924,3,prod_01104,seller_00023,08/10/2018 16:30:00,24.6,6.5
order_016164,2,prod_00517,seller_00068,08/15/2017 11:03:00,53.3,12.66
order_018313,3,prod_00632,seller_00018,2018-07-22 22:24:00,260.12,50.67
order_015064,2,prod_01482,seller_00126,2017-05-03 08:13:00,119.26,10.61
order_027992,1,prod_01907,seller_00352,09/09/2016 14:20:00,16.21,11.71
order_020019,2,prod_00497,seller_00383,2016-12-29 10:43:00,6.58,6.5
order_015004,2,prod_01486,seller_00198,2018-05-06 14:19:00,59.86,14.45
order_009127,1,prod_00779,seller_00438,12/11/2016 20:11:00,48.8,15.74
order_013789,1,prod_00602,seller_00022,2018-01-26 17:51:00,14.34,9.08
order_006955,1,prod_00723,seller_00198,2016-12-06 14:24:00,47.34,18.76
order_007089,1,prod_00250,seller_00440,2017-11-04 19:40:00,337.42,44.58
order_012820,1,prod_00384,seller_00066,2016-10-16 12:26:00,59.04,10.98
order_012922,3,prod_01465,seller_00387,2017-01-09 15:32:00,99.22,20.0
order_024240,1,prod_01390,seller_00060,2018-05-30 12:38:00,619.11,93.89
order_002444,2,prod_01348,seller_00209,2016-02-25 21:42:00,51.74,11.38
order_027662,1,prod_01126,seller_00328,2018-03-13 22:36:00,149.3,31.16
order_011856,1,prod_01150,seller_00130,2017-11-06 09:17:00,209.5,39.57
order_005263,1,prod_00436,seller_00197,2017-11-06 08:36:00,166.75,25.43
order_021800,1,prod_01580,seller_00249,2016-12-16 07:00:00,287.81,12.83
order_018867,2,prod_01483,seller_00028,2016-12-04 08:53:00,45.48,8.86
order_017977,2,prod_01914,seller_00059,10/30/2017 21:26:00,147.62,17.62
order_016148,2,prod_01886,seller_00328,03/11/2018 18:55:00,120.01,23.86
order_013950,1,prod_01609,seller_00126,2017-10-07 17:50:00,43.16,14.04
order_013602,2,prod_00059,seller_00426,2018-02-01 20:25:00,207.64,20.82
order_022622,4,prod_00242,seller_00016,11/01/2016 07:48:00,18.03,11.84
order_027339,1,prod_00836,seller_00427,2016-03-12 14:56:00,60.97,8.26
order_019899,1,prod_00190,seller_00221,2018-06-12 13:48:00,21.09,9.24
order_020294,2,prod_00406,seller_00016,2018-02-22 18:12:00,148.88,19.3
order_004737,1,prod_01866,seller_00254,2017-08-30 12:42:00,41.64,9.0
order_025090,3,prod_00154,seller_00333,2016-11-26 11:05:00,16.05,R$ 6.50
order_021829,1,prod_01719,seller_00198,2017-09-30 07:11:00,91.83,9.81
order_026067,1,prod_01654,seller_00272,2018-02-08 20:16:00,112.08,14.64
order_023413,1,prod_01825,seller_00006,2016-04-09 18:21:00,7.52,R$ 7.32
order_007624,1,prod_01949,seller_00432,2016-03-05 15:27:00,25.17,7.6
order_022603,1,prod_00009,seller_00138,2016-08-17 20:52:00,454.25,80.02
order_024394,1,prod_00232,seller_00146,2018-08-19 20:12:00,47.47,9.91
order_002450,1,prod_00750,seller_00144,06/09/2016 21:28:00,152.08,20.63
order_004989,2,prod_00011,seller_00228,02/09/2018 15:39:00,341.45,39.15
order_001646,2,prod_00624,seller_00392,03/29/2016 12:04:00,23.39,12.94
order_008922,1,prod_01057,seller_00442,2016-07-15 14:30:00,32.65,10.89
order_021685,2,prod_01214,seller_00304,2018-05-15 19:36:00,81.92,12.78
order_026892,1,prod_00878,seller_00225,2017-06-13 14:48:00,106.79,27.92
order_017230,1,prod_00993,seller_00472,2016-10-20 12:25:00,R$ 99.06,10.71
order_014965,1,prod_01599,seller_00271,2018-04-12 15:03:00,6.09,6.5
order_017146,1,prod_00321,seller_00398,2016-08-26 17:57:00,72.42,R$ 21.69
order_018128,1,prod_00984,seller_00274,2016-07-01 20:29:00,304.69,R$ 45.57
order_023710,2,prod_00710,seller_00214,2016-07-02 21:20:00,111.38,24.03
order_022635,3,prod_00001,seller_00123,2018-03-09 11:23:00,40.86,12.98
order_009257,1,prod_00893,seller_00132,2018-06-10 09:20:00,7.55,8.2
order_022935,1,prod_00386,seller_00434,07/28/2016 10:51:00,637.73,43.81
order_029700,3,prod_01901,seller_00117,2016-11-21 07:25:00,90.18,20.93
order_015165,1,prod_01694,seller_00124,04/19/2018 23:50:00,24.61,6.5
order_025417,2,prod_00197,seller_00002,2018-07-10 14:25:00,230.63,37.88
order_014788,1,prod_00934,seller_00030,2018-06-19 00:16:00,100.2,14.56
order_014415,2,prod_01916,seller_00103,04/21/2017 23:29:00,72.6,16.03
order_022695,2,prod_00228,seller_00125,2017-04-27 21:07:00,70.17,12.07
order_017517,3,prod_00587,seller_00172,03/27/2017 17:48:00,R$ 41.97,15.23
order_027257,2,prod_01841,seller_00225,2018-08-01 17:25:00,31.99,15.26
order_005209,1,prod_00710,seller_00214,06/05/2016 08:00:00,80.01,16.19
order_015144,1,prod_00020,seller_00359,12/05/2016 18:45:00,88.31,19.72
order_025698,2,prod_01317,seller_00092,2016-04-10 15:25:00,9.3,11.39
order_008275,1,prod_00890,seller_00373,2018-06-24 10:21:00,22.77,15.43
order_024863,3,prod_00600,seller_00456,11/01/2016 12:11:00,10.1,17.55
order_019092,1,prod_00566,seller_00485,01/08/2018 14:26:00,162.2,23.62
order_002144,1,prod_01354,seller_00090,09/13/2016 22:20:00,132.23,21.72
order_004945,1,prod_00194,seller_00044,10/28/2017 22:54:00,274.32,51.05
order_011788,2,prod_00401,seller_00134,2018-01-18 17:07:00,61.68,-19.11
order_015391,1,prod_01686,seller_00388,2018-01-16 15:31:00,106.12,28.21
order_019033,1,prod_00242,seller_00392,2016-08-02 13:15:00,46.41,17.77
order_030025,1,prod_00672,seller_00438,2016-10-29 16:45:00,39.3,15.66
order_020519,1,prod_00135,seller_00113,12/21/2017 11:51:00,17.96,15.24
order_015315,2,prod_01924,seller_00156,2017-02-15 06:20:00,19.2,11.38
order_011542,1,prod_01372,seller_00226,2017-06-15 10:43:00,27.86,11.59
order_014862,2,prod_01012,seller_00449,2017-02-04 14:00:00,92.13,18.16
order_003268,1,prod_01433,seller_00464,2018-03-15 11:47:00,R$ 266.95,26.09
order_010441,1,prod_01545,seller_00360,2016-06-24 18:59:00,42.61,6.5
order_027938,1,prod_00980,seller_00400,2018-04-30 17:22:00,529.39,75.57
order_018629,2,prod_00531,seller_00004,2017-11-12 10:34:00,250.34,13.15
order_001101,1,prod_01501,seller_00060,02/09/2017 09:41:00,51.85,16.31
order_024665,1,prod_01298,seller_00215,2016-02-27 13:33:00,10.11,15.59
order_019040,2,prod_01370,seller_00492,02/02/2016 14:28:00,29.58,7.46
order_029811,1,prod_01650,seller_00309,2016-12-31 13:53:00,131.44,21.02
order_016220,1,prod_00135,seller_00279,2016-11-21 16:56:00,17.91,9.5
order_029776,2,prod_00106,seller_00418,07/02/2016 12:40:00,75.78,10.97
order_028317,3,prod_00265,seller_00399,2016-06-29 16:08:00,27.38,9.29
order_012328,1,prod_01810,seller_00157,2018-07-20 14:36:00,52.37,14.94
order_005836,1,prod_00260,seller_00189,2018-02-10 11:53:00,20.26,9.15
order_017787,1,prod_01743,seller_00497,2018-02-13 17:05:00,20.18,7.9
