customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state
custid_014372_001555,cust_014372,61833,contagem,MG
custid_004371_009573,cust_004371,44188,caxias do sul,RS
custid_004501_011550,cust_004501,70526,rio de janeiro,RJ
custid_012305_027182,cust_012305,27900,sorocaba,SP
custid_010207_006824,cust_010207,25190,santos,SP
custid_014573_011681,cust_014573,99101,sao paulo,SP
custid_016867_019861,cust_016867,25054,vitoria,ES
custid_011845_014563,cust_011845,13129,sorocaba,SP
custid_004765_011355,cust_004765,95659,goiania,GO
custid_012943_027506,cust_012943,39443,campinas,SP
custid_014067_005026,cust_014067,85795,rio de janeiro,RJ
custid_003722_011376,cust_003722,26459,sao paulo,SP
custid_017449_013049,cust_017449,36794,goiania,GO
custid_005425_020948,cust_005425,43349,sorocaba,SP
custid_003729_005346,cust_003729,9407,goiania,GO
custid_017708_028501,cust_017708,79484,duque de caxias,RJ
custid_014982_008293,cust_014982,35968,porto alegre,RS
custid_010196_005035,cust_010196,81761,uberlandia,MG
custid_001515_007162,cust_001515,51611,contagem,MG
custid_017463_025301,cust_017463,84435,joinville,SC
custid_003103_024422,cust_003103,69377,sao luis,MA
custid_012505_006505,cust_012505,60389,sao paulo,SP
custid_001249_000624,cust_001249,54126,recife,PE
custid_001331_013458,cust_001331,37632,caxias do sul,RS
custid_018990_024330,cust_018990,96252,curitiba,PR
custid_006229_002280,cust_006229,3794,porto alegre,RS
custid_010335_024714,cust_010335,35227,londrina,PR
custid_016109_018879,cust_016109,88885,niteroi,RJ
custid_008260_025213,cust_008260,57812,campinas,SP
custid_003196_008025,cust_003196,17587,campinas,SP
custid_008794_004706,cust_008794,90287,niteroi,RJ
custid_000473_024496,cust_000473,55201,fortaleza,CE
custid_018281_005551,cust_018281,19718,brasilia,DF
custid_006952_014920,cust_006952,20199,campinas,SP
custid_012498_001246,cust_012498,98662,recife,PE
custid_010321_005455,cust_010321,73971,santos,SP
custid_001403_018275,cust_001403,79305,santos,SP
custid_003090_003707,cust_003090,83593,sorocaba,SP
custid_010794_024223,cust_010794,61322,niteroi,RJ
custid_013752_020111,cust_013752,46429,salvador,BA
custid_003655_006909,cust_003655,23107,rio de janeiro,RJ
custid_006356_005707,cust_006356,22136,sao paulo,SP
custid_002690_004028,cust_002690,83635,campinas,SP
custid_015658_026757,cust_015658,48040,campinas,SP
custid_008810_025467,cust_008810,75462,sorocaba,SP
custid_016564_028915,cust_016564,36803,campinas,SP
custid_007969_028996,cust_007969,40743,sorocaba,SP
custid_012180_006656,cust_012180,8303,sao paulo,SP
custid_017885_018728,cust_017885,2154,sao paulo,SP
custid_017045_018775,cust_017045,97287,niteroi,RJ
custid_010291_014011,cust_010291,11766,santos,SP
custid_008700_028380,cust_008700,44351,sao paulo,SP
custid_015509_015780,cust_015509,32500,belo horizonte,MG
custid_015112_019735,cust_015112,88547,sorocaba,SP
custid_018812_027055,cust_018812,63926,sao paulo,SP
custid_017453_007779,cust_017453,64259,sorocaba,SP
custid_015622_003488,cust_015622,92199,belo horizonte,MG
custid_000459_001122,cust_000459,2047,rio de janeiro,RJ
custid_009282_014227,cust_009282,10591,sorocaba,SP
custid_015986_011150,cust_015986,36512,joinville,SC
custid_010967_007033,cust_010967,68820,rio de janeiro,RJ
custid_000901_025898,cust_000901,61763,sao paulo,SP
custid_010088_004832,cust_010088,19984,caxias do sul,RS
custid_006680_010865,cust_006680,42886,sao paulo,SP
custid_012261_011897,cust_012261,1900,sao paulo,SP
custid_004761_026581,cust_004761,55256,sorocaba,SP
custid_014079_006126,cust_014079,88202,contagem,MG
custid_009151_017218,cust_009151,23230,campinas,SP
custid_014715_010276,cust_014715,2954,brasilia,DF
custid_018194_015981,cust_018194,24462,salvador,BA
custid_016853_029675,cust_016853,72761,goiania,GO
custid_004205_011074,cust_004205,72327,campinas,SP
custid_005950_003382,cust_005950,68747,curitiba,PR
custid_005346_007469,cust_005346,64970,feira de santana,BA
custid_015856_028474,cust_015856,49769,uberlandia,MG
custid_018128_012657,cust_018128,27641,campinas,SP
custid_011884_004794,cust_011884,73466,niteroi,RJ
custid_005385_003798,cust_005385,31972,sao paulo,SP
custid_018798_018517,cust_018798,68234,contagem,MG
custid_001580_002325,cust_001580,17529,sorocaba,SP
custid_009614_003639,cust_009614,46698,natal,RN
custid_002892_021002,cust_002892,62903,santos,SP
custid_014463_000210,cust_014463,11891,belo horizonte,MG
custid_011023_005860,cust_011023,73627,santos,SP
custid_001175_000217,cust_001175,17600,goiania,GO
custid_013837_001109,cust_013837,8520,natal,RN
custid_015399_027393,cust_015399,75973,sao paulo,SP
custid_014311_010784,cust_014311,14082,niteroi,RJ
custid_003586_005260,cust_003586,94907,sorocaba,SP
custid_015374_026776,cust_015374,75397,curitiba,PR
custid_008098_014654,cust_008098,85056,feira de santana,BA
custid_002447_020742,cust_002447,94424,fortaleza,CE
custid_010369_028185,cust_010369,79026,niteroi,RJ
custid_010430_007375,cust_010430,42457,santos,SP
custid_002345_020569,cust_002345,10186,duque de caxias,RJ
custid_005101_019391,cust_005101,75266,sao luis,MA
custid_017580_003410,cust_017580,70854,campinas,SP
custid_014813_027004,cust_014813,62599,sao paulo,SP
custid_001315_005325,cust_001315,58482,santos,SP
custid_004806_026602,cust_004806,50770,rio de janeiro,RJ
custid_012178_013430,cust_012178,85957,rio de janeiro,RJ
custid_010885_005640,cust_010885,32077,sao paulo,SP
custid_009748_027144,cust_009748,23822,belem,PA
custid_014159_001791,cust_014159,97023,joinville,SC
custid_005781_008958,cust_005781,5699,santos,SP
custid_009342_017799,cust_009342,63500,campinas,SP
custid_002777_007545,cust_002777,24763,santos,SP
custid_009102_022105,cust_009102,34464,salvador,BA
custid_010309_008721,cust_010309,85402,sao paulo,SP
custid_002698_027647,cust_002698,27722,maceio,AL
custid_009312_006672,cust_009312,9252,contagem,MG
custid_017648_015497,cust_017648,92627,rio de janeiro,RJ
custid_015900_018059,cust_015900,36487,campinas,SP
custid_006527_011813,cust_006527,63832,uberlandia,MG
custid_000529_029830,cust_000529,85634,rio de janeiro,RJ
custid_006190_016287,cust_006190,90959,caxias do sul,
custid_000136_013681,cust_000136,87789,sorocaba,SP
custid_015882_012976,cust_015882,66437,campinas,SP
custid_017466_011731,cust_017466,71283,recife,PE
custid_008052_018210,cust_008052,13577,sao paulo,SP
custid_002547_014417,cust_002547,54367,rio de janeiro,RJ
custid_001253_002564,cust_001253,61523,campinas,SP
custid_005252_025460,cust_005252,79826,campinas,SP
custid_010557_002208,cust_010557,30614,uberlandia,MG
custid_003720_024041,cust_003720,35924,santos,SP
custid_018194_003184,cust_018194,24462,salvador,BA
custid_000576_024694,cust_000576,54984,campinas,SP
custid_012350_002222,cust_012350,83128,joinville,SC
custid_009318_008978,cust_009318,71706,sao paulo,SP
custid_016832_020972,cust_016832,32660,sorocaba,SP
custid_017540_025008,cust_017540,68533,londrina,PR
custid_016667_007053,cust_016667,49185,campinas,SP
custid_002237_025378,cust_002237,7204,campinas,SP
custid_003792_018893,cust_003792,15169,belo horizonte,MG
custid_016439_023266,cust_016439,91146,londrina,PR
custid_016360_005535,cust_016360,10584,salvador,BA
custid_011253_010459,cust_011253,9459,sao paulo,SP
custid_005519_029616,cust_005519,23521,sorocaba,
custid_010323_027438,cust_010323,49454,santos,SP
custid_015799_020117,cust_015799,57932,campinas,SP
custid_010674_020137,cust_010674,91826,sao paulo,SP
custid_008867_016025,cust_008867,83822,goiania,GO
custid_001835_010830,cust_001835,51039,santos,SP
custid_001298_028079,cust_001298,96822,londrina,PR
custid_011528_026179,cust_011528,66238,sao paulo,SP
custid_008866_003474,cust_008866,37348,brasilia,DF
custid_005734_024758,cust_005734,61864,sorocaba,SP
custid_002830_017731,cust_002830,58451,feira de santana,BA
custid_006026_006628,cust_006026,41605,santos,SP
custid_011819_020646,cust_011819,27700,natal,RN
custid_004810_027593,cust_004810,73742,sorocaba,SP
custid_009160_018543,cust_009160,49950,duque de caxias,RJ
custid_012390_013950,cust_012390,36723,campinas,SP
custid_000350_003027,cust_000350,66353,santos,SP
custid_016218_006703,cust_016218,78355,santos,SP
custid_005227_024038,cust_005227,93461,curitiba,PR
custid_005484_027978,cust_005484,16654,londrina,PR
custid_016809_021099,cust_016809,11209,campinas,SP
custid_008631_015132,cust_008631,24594,sorocaba,SP
custid_009429_025509,cust_009429,60388,sorocaba,SP
custid_007707_009500,cust_007707,37421,campinas,SP
custid_012260_021163,cust_012260,99625,niteroi,RJ
custid_005514_003498,cust_005514,5093,recife,PE
custid_010744_021455,cust_010744,45683,sao paulo,SP
custid_015114_009125,cust_015114,81798,florianopolis,SC
custid_005363_015393,cust_005363,52004,cuiaba,MT
custid_012102_020035,cust_012102,85514,campinas,SP
custid_000598_018123,cust_000598,77171,sao paulo,SP
custid_010156_005384,cust_010156,97464,cuiaba,MT
custid_017852_025366,cust_017852,51955,sorocaba,SP
custid_005447_005657,cust_005447,59631,belo horizonte,MG
custid_008662_007104,cust_008662,12111,aracaju,SE
custid_004356_008492,cust_004356,98178,salvador,BA
custid_015913_017998,cust_015913,42704,sorocaba,SP
custid_011066_025322,cust_011066,87422,santos,SP
custid_009911_029578,cust_009911,5347,porto alegre,RS
custid_003564_004955,cust_003564,74449,sorocaba,SP
custid_009783_018552,cust_009783,90720,brasilia,DF
custid_002326_006011,cust_002326,46916,porto alegre,RS
custid_016320_024194,cust_016320,61972,sao paulo,SP
custid_007307_008051,cust_007307,28883,rio de janeiro,RJ
custid_014895_006896,cust_014895,85502,goiania,GO
custid_015524_022166,cust_015524,39386,sorocaba,SP
custid_006881_021514,cust_006881,26088,feira de santana,BA
custid_013896_006216,cust_013896,77623,santos,SP
custid_011903_028836,cust_011903,96271,niteroi,RJ
custid_003877_011453,cust_003877,96825,duque de caxias,RJ
custid_016756_007676,cust_016756,97120,rio de janeiro,RJ
custid_007216_007801,cust_007216,66923,duque de caxias,RJ
custid_010604_013196,cust_010604,72626,uberlandia,MG
custid_010578_022653,cust_010578,94373,recife,PE
custid_006031_013553,cust_006031,50689,curitiba,PR
custid_006298_004974,cust_006298,21644,curitiba,PR
custid_016324_016718,cust_016324,18939,campinas,SP
custid_010889_026310,cust_010889,76016,sao paulo,SP
custid_001415_020629,cust_001415,29602,sao paulo,SP
custid_012971_011677,cust_012971,10576,duque de caxias,RJ
custid_016839_008449,cust_016839,58936,campinas,SP
custid_014922_024448,cust_014922,18654,brasilia,DF
custid_017945_025557,cust_017945,76439,santos,SP
custid_014045_013259,cust_014045,61885,belem,PA
custid_012163_020586,cust_012163,70101,recife,PE
custid_003613_010272,cust_003613,7194,vitoria,ES
custid_000250_001406,cust_000250,70459,goiania,GO
custid_002168_014735,cust_002168,46670,sorocaba,SP
custid_010667_009787,cust_010667,53066,campinas,SP
custid_005908_006224,cust_005908,70957,contagem,MG
custid_009668_022185,cust_009668,44703,duque de caxias,RJ
custid_010592_015364,cust_010592,82353,santos,SP
custid_010987_002973,cust_010987,41581,campinas,SP
custid_010977_009779,cust_010977,6470,goiania,GO
custid_013334_010959,cust_013334,16890,rio de janeiro,RJ
custid_018030_002744,cust_018030,79235,campinas,SP
custid_004140_013842,cust_004140,89959,santos,SP
custid_007300_019807,cust_007300,82701,sao paulo,SP
custid_003190_011031,cust_003190,18506,campinas,SP
custid_009380_019055,cust_009380,18911,caxias do sul,RS
custid_008322_016372,cust_008322,82981,sao paulo,SP
custid_006064_013197,cust_006064,10557,fortaleza,CE
custid_011234_009761,cust_011234,73546,sao paulo,SP
custid_017377_025825,cust_017377,97860,feira de santana,BA
custid_001449_025114,cust_001449,18588,campinas,SP
custid_003378_013684,cust_003378,53725,santos,SP
custid_005115_001078,cust_005115,53814,sao paulo,SP
custid_005088_007627,cust_005088,69445,porto alegre,RS
custid_003379_002497,cust_003379,67779,campinas,SP
custid_009986_019591,cust_009986,10241,sorocaba,SP
custid_002090_026281,cust_002090,50220,sao paulo,SP
custid_000184_002683,cust_000184,22460,santos,SP
custid_009884_007305,cust_009884,21043,santos,SP
custid_006346_011817,cust_006346,19140,contagem,MG
custid_000759_010497,cust_000759,11221,sorocaba,SP
custid_016759_005576,cust_016759,69892,sao paulo,SP
custid_015693_009103,cust_015693,24981,rio de janeiro,RJ
custid_017653_028101,cust_017653,2578,duque de caxias,RJ
custid_010450_029496,cust_010450,18348,santos,SP
custid_011068_006742,cust_011068,44462,santos,SP
custid_016865_003820,cust_016865,27878,rio de janeiro,RJ
custid_008900_014959,cust_008900,20050,santos,SP
custid_013164_024910,cust_013164,59870,campinas,
custid_008589_018797,cust_008589,91112,goiania,GO
custid_000456_005749,cust_000456,68979,duque de caxias,RJ
custid_006366_017596,cust_006366,28684,uberlandia,MG
custid_017883_016085,cust_017883,34061,florianopolis,SC
custid_014133_025266,cust_014133,31827,feira de santana,
custid_018158_004984,cust_018158,83424,duque de caxias,RJ
custid_013926_010339,cust_013926,45200,caxias do sul,RS
custid_011922_020804,cust_011922,65700,fortaleza,CE
custid_005605_021597,cust_005605,48434,santos,SP
custid_002546_025674,cust_002546,85690,campinas,SP
custid_012908_012440,cust_012908,88174,brasilia,DF
custid_000056_003014,cust_000056,69928,sao paulo,SP
custid_006613_000621,cust_006613,66336,goiania,GO
custid_004951_006281,cust_004951,98527,sao luis,MA
custid_012296_020601,cust_012296,50731,uberlandia,MG
custid_017657_001912,cust_017657,82469,sorocaba,SP
custid_010563_000096,cust_010563,33881,sao paulo,SP
custid_002504_027385,cust_002504,63943,campinas,SP
custid_014006_026650,cust_014006,73470,uberlandia,MG
custid_007671_014853,cust_007671,78295,sao paulo,SP
custid_006518_015000,cust_006518,25736,caxias do sul,RS
custid_007301_021903,cust_007301,46035,curitiba,PR
custid_017005_007888,cust_017005,41195,duque de caxias,RJ
custid_005556_010684,cust_005556,54686,sorocaba,SP
custid_004660_007346,cust_004660,7235,feira de santana,BA
custid_009406_013724,cust_009406,32370,niteroi,RJ
custid_003548_016110,cust_003548,18874,niteroi,RJ
custid_008691_016665,cust_008691,42635,belo horizonte,MG
custid_009204_026442,cust_009204,17014,santos,SP
custid_015148_020575,cust_015148,89378,sorocaba,SP
custid_007861_015211,cust_007861,10778,curitiba,PR
custid_002450_009392,cust_002450,49284,sorocaba,SP
custid_013036_015395,cust_013036,31356,rio de janeiro,RJ
custid_005336_000250,cust_005336,18032,salvador,
custid_006211_012694,cust_006211,20466,sorocaba,SP
custid_001492_005252,cust_001492,91386,sao paulo,SP
custid_009106_022183,cust_009106,62607,florianopolis,SC
custid_006040_020649,cust_006040,13577,sao paulo,SP
custid_002405_009485,cust_002405,76500,rio de janeiro,RJ
custid_014458_003874,cust_014458,98293,contagem,MG
custid_015582_003792,cust_015582,74597,duque de caxias,RJ
custid_013019_025957,cust_013019,67186,feira de santana,BA
custid_001737_028839,cust_001737,12560,campinas,SP
custid_013909_020803,cust_013909,29717,vitoria,ES
custid_018677_022699,cust_018677,5842,campinas,SP
custid_014469_017307,cust_014469,4394,belem,PA
custid_018719_013943,cust_018719,13178,sorocaba,SP
custid_018429_000423,cust_018429,10706,cuiaba,MT
custid_012937_016891,cust_012937,13589,curitiba,PR
custid_008070_020822,cust_008070,2844,duque de caxias,RJ
custid_013005_027988,cust_013005,81882,sorocaba,SP
custid_014076_028192,cust_014076,72310,sorocaba,SP
custid_009287_017775,cust_009287,47692,sao paulo,SP
custid_007279_009038,cust_007279,21647,sao paulo,SP
custid_007470_025430,cust_007470,94090,santos,SP
custid_005174_013887,cust_005174,50132,contagem,MG
custid_007358_020794,cust_007358,41636,vitoria,ES
custid_000070_007976,cust_000070,90144,porto alegre,RS
custid_001366_001710,cust_001366,33504,campinas,SP
custid_007127_000430,cust_007127,37863,contagem,MG
custid_008621_028372,cust_008621,37246,porto alegre,RS
custid_007230_015615,cust_007230,8052,goiania,GO
custid_009459_002129,cust_009459,94915,duque de caxias,
custid_003998_029529,cust_003998,1424,niteroi,RJ
custid_006791_028862,cust_006791,57308,niteroi,RJ
custid_014889_007986,cust_014889,19660,santos,SP
custid_015570_027223,cust_015570,93651,campinas,SP
custid_009661_005688,cust_009661,9206,duque de caxias,RJ
custid_006807_001441,cust_006807,91564,belo horizonte,MG
custid_006909_026586,cust_006909,99719,sao paulo,SP
custid_005229_016293,cust_005229,4739,campinas,SP
custid_018444_003047,cust_018444,26622,rio de janeiro,RJ
custid_012184_006418,cust_012184,75261,vitoria,ES
custid_006339_002876,cust_006339,77082,santos,SP
custid_013498_022023,cust_013498,39708,rio de janeiro,RJ
custid_010702_022833,cust_010702,31320,sorocaba,SP
custid_000497_003660,cust_000497,31458,vitoria,ES
custid_011515_004186,cust_011515,65027,santos,SP
custid_011191_029185,cust_011191,66296,goiania,GO
custid_000110_017037,cust_000110,92910,sorocaba,SP
custid_005108_003172,cust_005108,93978,campinas,SP
custid_013070_025516,cust_013070,1123,campinas,SP
custid_015337_025594,cust_015337,62585,florianopolis,SC
custid_005033_007732,cust_005033,13554,brasilia,DF
custid_016017_012417,cust_016017,18714,recife,PE
custid_001012_021505,cust_001012,23754,rio de janeiro,RJ
custid_001988_010290,cust_001988,15544,sorocaba,SP
custid_011959_020841,cust_011959,65987,sorocaba,SP
custid_000919_022945,cust_000919,53869,belo horizonte,MG
custid_007694_012146,cust_007694,84162,uberlandia,MG
custid_016857_020468,cust_016857,15431,vitoria,ES
custid_017939_018419,cust_017939,60740,londrina,PR
custid_002944_024295,cust_002944,86575,caxias do sul,RS
custid_012032_007827,cust_012032,94022,campo grande,MS
custid_014722_000279,cust_014722,73192,sorocaba,SP
custid_012646_022291,cust_012646,21151,sao paulo,SP
custid_009459_017056,cust_009459,94915,duque de caxias,RJ
custid_016184_009722,cust_016184,71182,campo grande,MS
custid_011187_000896,cust_011187,63954,belo horizonte,MG
custid_013044_005115,cust_013044,78533,belem,PA
custid_007271_017970,cust_007271,6360,rio de janeiro,RJ
custid_010165_020286,cust_010165,67080,santos,SP
custid_003487_013106,cust_003487,9454,sao paulo,SP
custid_013940_024782,cust_013940,7733,belo horizonte,MG
custid_013322_012766,cust_013322,12218,niteroi,RJ
custid_005963_024104,cust_005963,31249,campo grande,MS
custid_015052_003780,cust_015052,57870,caxias do sul,RS
custid_009931_002772,cust_009931,80686,sao paulo,SP
custid_018037_013677,cust_018037,76873,sao paulo,SP
custid_014356_025514,cust_014356,13372,santos,SP
custid_015350_021441,cust_015350,56361,niteroi,RJ
custid_017498_008867,cust_017498,50918,sorocaba,SP
custid_001816_012092,cust_001816,13227,contagem,MG
custid_002796_009992,cust_002796,86555,feira de santana,BA
custid_001908_012890,cust_001908,10906,campinas,SP
custid_004978_010714,cust_004978,26324,curitiba,PR
custid_003712_025095,cust_003712,38281,sorocaba,SP
custid_014378_024841,cust_014378,23364,campinas,SP
custid_006553_015964,cust_006553,25560,sorocaba,SP
custid_008967_004699,cust_008967,36099,sao paulo,SP
custid_002572_020375,cust_002572,20519,niteroi,RJ
custid_016486_019720,cust_016486,37870,uberlandia,MG
custid_015664_014003,cust_015664,44186,brasilia,DF
custid_013823_029382,cust_013823,70037,fortaleza,CE
custid_013630_023680,cust_013630,41084,campinas,SP
custid_015202_023100,cust_015202,83423,porto alegre,RS
custid_008178_020031,cust_008178,27554,duque de caxias,RJ
custid_010703_007500,cust_010703,23131,caxias do sul,
custid_014528_008880,cust_014528,30849,sorocaba,SP
custid_003436_028369,cust_003436,11565,sao paulo,
custid_015096_017526,cust_015096,62155,sorocaba,SP
custid_004750_013811,cust_004750,61244,porto alegre,RS
custid_012497_000996,cust_012497,36254,santos,SP
custid_004490_004639,cust_004490,69486,belem,PA
custid_009776_006253,cust_009776,26919,sao paulo,SP
custid_016310_016839,cust_016310,24845,cuiaba,MT
custid_007689_000747,cust_007689,63264,uberlandia,MG
custid_002195_022141,cust_002195,98786,natal,RN
custid_012313_010823,cust_012313,96863,cuiaba,MT
custid_014880_001339,cust_014880,71875,rio de janeiro,RJ
custid_003119_029522,cust_003119,78723,campinas,SP
custid_013955_023572,cust_013955,6235,niteroi,RJ
custid_004171_015287,cust_004171,72538,curitiba,PR
custid_011384_011265,cust_011384,83617,santos,SP
custid_009043_021263,cust_009043,9833,niteroi,RJ
custid_011592_020533,cust_011592,69804,curitiba,PR
custid_015608_021171,cust_015608,47567,campinas,SP
custid_016599_017651,cust_016599,83195,londrina,PR
custid_005729_012368,cust_005729,43749,santos,SP
custid_006787_022430,cust_006787,28819,cuiaba,MT
custid_017131_023353,cust_017131,39950,joinville,SC
custid_005167_011769,cust_005167,20245,caxias do sul,RS
custid_003786_022703,cust_003786,97927,aracaju,SE
custid_014327_013101,cust_014327,76288,sao paulo,
custid_012851_005128,cust_012851,60009,sorocaba,SP
custid_012723_015590,cust_012723,8607,contagem,MG
custid_001278_020683,cust_001278,86755,natal,RN
custid_007166_023020,cust_007166,13511,uberlandia,MG
custid_009379_024396,cust_009379,99221,sorocaba,SP
custid_000966_003643,cust_000966,51457,goiania,GO
custid_006866_028901,cust_006866,56182,porto alegre,RS
custid_003760_013077,cust_003760,99105,sorocaba,SP
custid_003712_013761,cust_003712,38281,sorocaba,SP
custid_001464_024761,cust_001464,56569,duque de caxias,RJ
custid_010178_008908,cust_010178,46651,santos,SP
custid_009371_014353,cust_009371,51041,santos,SP
custid_013669_012723,cust_013669,8715,campinas,SP
custid_008023_024747,cust_008023,3712,belem,PA
custid_000192_011537,cust_000192,92439,santos,SP
custid_013416_022442,cust_013416,39993,sorocaba,SP
custid_018060_009791,cust_018060,52136,sorocaba,SP
custid_016010_017036,cust_016010,45987,rio de janeiro,RJ
custid_002909_018079,cust_002909,4925,florianopolis,SC
custid_018797_022859,cust_018797,37765,campinas,SP
custid_011397_014754,cust_011397,19084,campinas,SP
custid_005242_023843,cust_005242,38492,sao paulo,
custid_014428_005348,cust_014428,6363,belo horizonte,MG
custid_018758_013132,cust_018758,75179,sao paulo,SP
custid_000914_001676,cust_000914,92536,curitiba,PR
custid_015633_027868,cust_015633,61779,campinas,SP
custid_014662_026037,cust_014662,66230,joinville,SC
custid_018054_021511,cust_018054,29904,rio de janeiro,RJ
custid_011083_025308,cust_011083,27610,uberlandia,MG
custid_006888_003847,cust_006888,93782,niteroi,RJ
custid_006542_029204,cust_006542,22061,florianopolis,SC
custid_014716_026313,cust_014716,89924,sao paulo,SP
custid_001358_009061,cust_001358,57873,campo grande,MS
custid_018780_017244,cust_018780,97136,salvador,BA
custid_016635_011212,cust_016635,86776,niteroi,RJ
custid_011772_013626,cust_011772,18283,belo horizonte,MG
custid_004309_010328,cust_004309,18398,recife,PE
custid_002268_023119,cust_002268,91417,brasilia,DF
custid_015674_012163,cust_015674,44041,rio de janeiro,RJ
custid_018296_007353,cust_018296,16656,sao paulo,SP
custid_012807_005042,cust_012807,39064,sao paulo,SP
custid_003790_011499,cust_003790,60034,florianopolis,SC
custid_008580_021876,cust_008580,55383,sorocaba,SP
custid_017094_017474,cust_017094,20686,sao paulo,SP
custid_011330_025917,cust_011330,85970,porto alegre,RS
custid_009891_012430,cust_009891,76488,londrina,PR
custid_009051_005627,cust_009051,31167,rio de janeiro,RJ
custid_013025_027830,cust_013025,16996,campinas,SP
custid_000089_007286,cust_000089,91953,santos,SP
custid_011208_010990,cust_011208,70916,porto alegre,RS
custid_007939_019851,cust_007939,47069,belo horizonte,MG
custid_016352_027597,cust_016352,57381,rio de janeiro,RJ
custid_017111_012148,cust_017111,95917,duque de caxias,RJ
custid_004186_027017,cust_004186,80487,feira de santana,BA
custid_000062_015602,cust_000062,33093,brasilia,DF
custid_001379_006504,cust_001379,75794,duque de caxias,RJ
custid_011710_008936,cust_011710,52325,uberlandia,MG
custid_004706_025984,cust_004706,51456,campinas,SP
custid_007551_028800,cust_007551,99865,londrina,PR
custid_009614_017834,cust_009614,46698,natal,RN
custid_010469_016993,cust_010469,41385,duque de caxias,RJ
custid_001629_020799,cust_001629,22905,feira de santana,BA
custid_006511_000762,cust_006511,73943,campinas,SP
custid_018470_029260,cust_018470,62317,sao paulo,SP
custid_008539_023743,cust_008539,13990,recife,PE
custid_013109_014790,cust_013109,90122,campinas,SP
custid_004681_019452,cust_004681,30846,caxias do sul,RS
custid_010729_010947,cust_010729,63240,rio de janeiro,RJ
custid_005931_003154,cust_005931,31912,niteroi,RJ
custid_015050_016098,cust_015050,27127,contagem,
custid_002146_026048,cust_002146,41499,duque de caxias,RJ
custid_004505_027957,cust_004505,14816,rio de janeiro,RJ
custid_000762_028496,cust_000762,53158,campinas,SP
custid_011647_007516,cust_011647,76981,sao paulo,SP
custid_009518_005564,cust_009518,17455,belo horizonte,MG
custid_007162_002240,cust_007162,68339,belo horizonte,MG
custid_005806_027706,cust_005806,84864,sao paulo,SP
custid_003036_018884,cust_003036,19767,uberlandia,MG
custid_013593_028479,cust_013593,66046,florianopolis,SC
custid_003199_019072,cust_003199,52003,campinas,SP
custid_016470_022255,cust_016470,1784,duque de caxias,RJ
custid_006145_009939,cust_006145,1962,joao pessoa,PB
custid_012144_015865,cust_012144,67333,niteroi,RJ
custid_011007_010421,cust_011007,24752,duque de caxias,RJ
custid_000479_007475,cust_000479,76217,caxias do sul,RS
custid_014979_012457,cust_014979,18342,maceio,AL
custid_002429_025447,cust_002429,76245,sao luis,MA
custid_001992_021958,cust_001992,62305,campinas,SP
custid_014256_027543,cust_014256,6430,campo grande,MS
custid_011954_009756,cust_011954,72257,sorocaba,SP
custid_003338_012245,cust_003338,45035,campinas,SP
custid_012601_009712,cust_012601,55423,curitiba,PR
