order_id,customer_unique_id,order_status,order_purchase_timestamp,order_purchase_date,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,delivery_delay_days,order_value
order_002276,cust_009770,delivered,2018-06-23 13:04:00,2018-06-23,2018-06-23 16:01:28.750126431,2018-06-25 21:47:42.933280934,2018-07-08 00:36:31.000000000,2018-07-06 13:04:00,1.480914351851852,129.64
order_007053,cust_016667,delivered,2017-07-03 23:38:00,2017-07-03,2017-07-04 01:53:43.000000000,2017-07-05 17:03:59.683934590,2017-07-12 22:52:28.452045637,2017-07-16 23:38:00,-4.031615138360682,395.86
order_012709,cust_016036,delivered,2017-05-08 11:15:00,2017-05-08,2017-05-08 17:03:27.786866382,2017-05-11 17:08:16.150975548,2017-05-22 20:26:26.648592214,2017-05-23 11:15:00,-0.6170526783308565,74.4
order_019347,cust_001217,delivered,2017-01-06 13:12:00,2017-01-06,2017-01-07 02:59:42.401931716,2017-01-08 08:17:22.544816255,2017-01-16 12:28:50.000000000,2017-01-16 13:12:00,-0.029976851851851852,150.79
order_011500,cust_004944,delivered,2016-07-02 18:38:00,2016-07-02,2016-07-03 17:04:18.000000000,2016-07-04 14:41:13.010825755,2016-07-16 01:35:42.000000000,2016-07-15 18:38:00,0.29006944444444444,134.08
order_029351,cust_016499,delivered,2016-11-08 21:07:00,2016-11-08,2016-11-08 22:02:35.539647211,2016-11-11 07:49:35.000000000,2016-11-17 07:49:58.670598377,2016-11-18 21:07:00,-1.5534876088150809,93.85000000000001
order_015568,cust_008829,delivered,2017-05-11 14:25:00,2017-05-11,2017-05-11 16:51:42.751077972,2017-05-12 22:34:14.000000000,2017-05-28 00:34:49.254677796,2017-05-21 14:25:00,6.423486743955973,31.95
order_016895,cust_003437,delivered,2017-09-30 07:04:00,2017-09-30,2017-09-30 14:38:02.000000000,2017-10-01 06:05:45.745356715,2017-10-25 14:53:45.501313835,2017-10-20 07:04:00,5.326221080021238,38.76
order_026405,cust_011439,delivered,2017-09-03 10:15:00,2017-09-03,2017-09-03 20:31:55.525169488,2017-09-05 08:23:40.011055806,2017-09-08 08:57:18.000000000,2017-09-10 10:15:00,-2.0539583333333336,150.13
order_010480,cust_000538,delivered,2016-04-04 19:18:00,2016-04-04,2016-04-05 01:08:59.458213374,2016-04-06 07:13:33.744448997,2016-04-16 08:47:57.788400715,2016-04-15 19:18:00,0.5624744027860532,31.560000000000002
order_012917,cust_007094,delivered,2017-10-25 18:51:00,2017-10-25,2017-10-25 22:36:14.396903697,2017-10-28 07:10:01.000000000,2017-11-17 07:38:48.444166508,2017-11-11 18:51:00,5.533199585260509,15.760000000000002
order_009728,cust_009854,delivered,2018-07-04 09:25:00,2018-07-04,2018-07-04 13:44:01.000000000,2018-07-08 02:17:02.653663489,2018-07-13 20:31:04.226116608,2018-07-14 09:25:00,-0.5374510866133333,115.18999999999998
order_029028,cust_005033,delivered,2017-06-22 06:33:00,2017-06-22,2017-06-22 11:56:22.001595522,2017-06-28 00:52:56.042121709,2017-07-05 02:11:43.000000000,2017-07-03 06:33:00,1.8185532407407408,72.53999999999999
order_011858,cust_018412,delivered,2018-03-25 15:11:00,2018-03-25,2018-03-26 05:49:26.000000000,2018-03-28 09:19:42.837818143,2018-04-10 21:00:03.931957123,2018-04-06 15:11:00,4.242406619874108,65.78
order_022613,cust_015720,delivered,2016-04-22 20:03:00,2016-04-22,2016-04-23 00:53:09.184626052,2016-04-25 22:21:45.173441536,2016-05-07 09:12:29.561883827,2016-05-03 20:03:00,3.5482588180998493,59.58
order_023138,cust_005201,delivered,2017-12-11 11:12:00,2017-12-11,2017-12-11 16:08:12.997253727,2017-12-14 15:04:10.407561155,2017-12-21 05:42:49.000000000,2017-12-19 11:12:00,1.771400462962963,27.63
order_020205,cust_006254,delivered,2017-06-29 17:28:00,2017-06-29,2017-06-29 19:28:58.159151747,2017-07-01 16:26:42.000000000,2017-07-14 00:40:44.935682422,2017-07-11 17:28:00,2.300520088916921,19.57
order_011316,cust_006745,delivered,2017-02-13 23:39:00,2017-02-13,2017-02-14 03:31:16.853858454,2017-02-19 01:05:55.000000000,2017-02-22 09:41:33.000000000,2017-02-24 23:39:00,-2.5815625,69.99
order_019770,cust_005293,delivered,2018-07-09 11:20:00,2018-07-09,2018-07-09 11:55:50.096982224,2018-07-11 09:24:45.071649984,2018-07-25 15:32:46.611126388,2018-07-20 11:20:00,5.1755394806294905,312.83
order_023550,cust_011703,delivered,2018-07-07 20:25:00,2018-07-07,2018-07-08 06:28:26.601105110,2018-07-08 13:53:06.000000000,2018-07-23 17:19:25.873123174,2018-07-22 20:25:00,0.8711327907774767,77.04
order_026986,cust_011025,delivered,2017-07-03 19:16:00,2017-07-03,2017-07-03 23:23:50.014704575,2017-07-05 11:50:22.600204851,2017-07-18 15:35:24.000000000,2017-07-14 19:16:00,3.8468055555555556,43.82
order_022348,cust_010741,delivered,2018-01-04 06:45:00,2018-01-04,2018-01-04 08:22:29.283827491,2018-01-07 07:08:08.553670246,2018-01-13 01:12:44.000000000,2018-01-15 06:45:00,-2.2307407407407407,221.46
order_001616,cust_011790,delivered,2017-10-21 09:31:00,2017-10-21,2017-10-21 11:02:40.564130991,2017-10-22 15:54:28.000000000,2017-11-03 16:11:48.000000000,2017-11-02 09:31:00,1.2783333333333333,55.699999999999996
order_011082,cust_009922,delivered,2018-02-19 18:51:00,2018-02-19,2018-02-20 02:49:48.000000000,2018-02-21 15:06:04.473572967,2018-02-28 08:01:11.417776483,2018-02-26 18:51:00,1.5487432613018866,50.77
order_006788,cust_008150,delivered,2018-04-12 17:11:00,2018-04-12,2018-04-12 22:07:51.000000000,2018-04-16 01:42:28.255106422,2018-04-25 11:30:57.968426586,2018-04-28 17:11:00,-3.2361346246922915,56.23
order_002564,cust_001253,delivered,2017-11-13 19:42:00,2017-11-13,2017-11-13 22:05:54.041778236,2017-11-16 04:33:16.000000000,2017-11-24 16:51:47.120011765,2017-11-26 19:42:00,-2.118204629493461,44.129999999999995
order_014754,cust_011397,delivered,2017-12-09 19:05:00,2017-12-09,2017-12-09 20:09:58.032720670,2017-12-14 07:50:19.465213731,2017-12-20 08:41:56.000000000,2017-12-23 19:05:00,-3.432685185185185,55.22
order_013235,cust_014884,delivered,2016-11-24 22:55:00,2016-11-24,2016-11-25 02:49:58.732979356,2016-11-26 09:05:53.000000000,2016-12-06 19:09:43.790490690,2016-12-06 22:55:00,-0.15643761006145834,162.71
order_024093,cust_005339,delivered,2017-12-21 09:24:00,2017-12-21,2017-12-22 00:14:47.333838022,2017-12-25 05:49:51.822018102,2018-01-01 13:21:36.000000000,2018-01-03 09:24:00,-1.835,0.0
order_009779,cust_010977,delivered,2016-07-21 14:44:00,2016-07-21,2016-07-21 20:42:42.000000000,2016-07-22 21:37:45.816491954,2016-08-06 09:42:34.000000000,2016-08-03 14:44:00,2.7906712962962965,52.269999999999996
order_021529,cust_005249,delivered,2017-11-26 14:07:00,2017-11-26,2017-11-26 14:53:17.657775944,2017-11-29 02:15:50.767961695,2017-12-07 15:27:30.954965870,2017-12-05 14:07:00,2.0559138306234956,275.34999999999997
order_012455,cust_002613,delivered,2016-10-17 10:08:00,2016-10-17,2016-10-17 15:38:01.536348909,2016-10-17 21:05:53.000000000,2016-10-28 11:21:23.000000000,2016-10-30 10:08:00,-1.9490393518518518,180.25
order_011501,cust_017853,delivered,2018-03-11 15:33:00,2018-03-11,2018-03-11 18:46:58.825451593,2018-03-13 20:05:38.000000000,2018-04-08 00:58:02.952305309,2018-04-02 15:33:00,5.392395281311447,92.82000000000001
order_017638,cust_006199,delivered,2016-06-26 08:58:00,2016-06-26,2016-06-26 14:04:50.361909159,2016-06-28 02:03:31.000000000,2016-07-09 11:52:58.039063961,2016-07-09 08:58:00,0.12150508175880786,164.14999999999998
order_009165,cust_013109,delivered,2018-04-24 11:04:00,2018-04-24,2018-04-24 15:32:33.693558448,2018-04-24 23:49:36.950544377,2018-05-04 06:01:00.000000000,2018-05-02 11:04:00,1.7895833333333333,28.45
order_024670,cust_015680,delivered,2017-04-24 19:11:00,2017-04-24,2017-04-24 23:21:50.416555976,2017-04-26 12:12:26.213386169,2017-05-16 10:28:33.949956226,2017-05-14 19:11:00,1.6371984948637268,223.67000000000002
order_030071,cust_004342,delivered,2018-04-12 16:51:00,2018-04-12,2018-04-13 02:32:59.000000000,2018-04-16 22:20:12.558212160,2018-05-02 20:06:40.000000000,2018-04-28 16:51:00,4.135879629629629,33.519999999999996
order_021063,cust_012555,delivered,2018-05-21 11:25:00,2018-05-21,2018-05-22 00:16:09.000000000,2018-05-23 11:11:49.767512964,2018-06-01 11:28:18.475470175,2018-06-01 11:25:00,0.0022971697936921298,193.38
order_012863,cust_002375,delivered,2016-11-03 08:17:00,2016-11-03,2016-11-03 09:04:52.548191566,2016-11-04 08:59:36.513662895,2016-11-14 05:03:47.676400601,2016-11-13 08:17:00,0.865829587969919,82.81
order_015767,cust_006902,delivered,2016-06-13 00:51:00,2016-06-13,2016-06-13 03:28:35.395056544,2016-06-15 18:58:17.960508860,2016-06-29 18:30:22.215570831,2016-06-25 00:51:00,4.735673791329062,51.78
order_000217,cust_001175,delivered,2018-01-02 08:14:00,2018-01-02,2018-01-02 18:41:16.059962192,2018-01-03 17:57:49.000000000,2018-01-08 19:23:49.502760324,2018-01-12 08:14:00,-3.5348437180518055,0.0
order_027500,cust_007281,delivered,2016-11-21 08:46:00,2016-11-21,2016-11-21 15:40:17.702260804,2016-11-23 09:47:27.313439069,2016-11-30 13:42:18.212528908,2016-11-30 08:46:00,0.20576634871421295,149.53
order_024232,cust_008685,delivered,2016-12-04 21:47:00,2016-12-04,2016-12-05 02:35:05.227536772,2016-12-05 17:14:29.033757863,2016-12-20 13:45:51.442938522,2016-12-18 21:47:00,1.6658731821588195,662.5699999999999
order_010175,cust_010520,delivered,2018-03-02 17:40:00,2018-03-02,2018-03-03 03:06:34.552363844,2018-03-05 11:49:46.581876620,2018-03-08 22:52:21.762457508,2018-03-11 17:40:00,-2.783081453038102,138.99
order_015609,cust_001559,delivered,2018-05-03 08:39:00,2018-05-03,2018-05-03 14:25:08.345854768,2018-05-06 08:56:39.940833837,2018-05-21 02:40:17.155977700,2018-05-16 08:39:00,4.750893009001158,40.35
order_005260,cust_003586,delivered,2017-01-06 18:46:00,2017-01-06,2017-01-06 21:23:14.820678854,2017-01-10 01:02:46.003248462,2017-01-10 08:14:46.003248462,2017-01-11 18:46:00,-1.4383564438835417,53.010000000000005
order_016858,cust_017737,delivered,2017-04-18 13:40:00,2017-04-18,2017-04-19 00:00:59.568516693,2017-04-20 03:59:51.838256946,2017-05-09 08:22:50.000000000,2017-05-08 13:40:00,0.7797453703703704,72.42
order_022968,cust_000084,delivered,2017-08-21 12:11:00,2017-08-21,2017-08-21 22:57:54.349879814,2017-08-24 10:29:02.000000000,2017-08-30 08:02:49.984910417,2017-08-31 12:11:00,-1.1723381376109143,64.25999999999999
order_026164,cust_011278,delivered,2017-10-16 20:08:00,2017-10-16,2017-10-17 03:04:53.667101040,2017-10-20 19:44:36.396258589,2017-10-29 16:11:06.721728079,2017-10-28 20:08:00,0.8354944644453589,62.97
order_019246,cust_011609,delivered,2016-11-18 12:31:00,2016-11-18,2016-11-18 16:24:58.000000000,2016-11-20 17:27:15.508389330,2016-11-29 00:01:11.585112762,2016-11-26 12:31:00,2.4793007536199307,125.16000000000001
order_018886,cust_008720,delivered,2016-09-17 12:06:00,2016-09-17,2016-09-17 14:05:30.910033500,2016-09-19 09:22:09.076199691,2016-09-29 19:56:47.600993248,2016-09-24 12:06:00,5.326939826310741,27.02
order_023763,cust_008899,delivered,2016-11-20 08:16:00,2016-11-20,2016-11-20 13:40:45.442261069,2016-11-21 01:17:05.647635085,2016-11-28 19:39:46.734851563,2016-11-30 08:16:00,-1.5251535318106135,198.92000000000002
order_025001,cust_015018,delivered,2016-12-22 09:44:00,2016-12-22,2016-12-22 13:48:58.000000000,2016-12-26 06:14:09.142976256,2017-01-15 12:36:05.697755737,2017-01-12 09:44:00,3.1195103906914006,182.1
order_002848,cust_008878,delivered,2018-08-08 19:29:00,2018-08-08,2018-08-09 09:07:34.000000000,2018-08-11 03:40:23.000000000,2018-08-17 15:03:14.141013963,2018-08-16 19:29:00,0.8154414469208681,182.25
order_024867,cust_005048,delivered,2017-11-22 18:16:00,2017-11-22,2017-11-23 00:08:11.526165019,2017-11-24 22:43:58.297490510,2017-12-06 10:34:02.000000000,2017-12-03 18:16:00,2.6791898148148148,46.67999999999999
order_009635,cust_000973,delivered,2017-09-29 17:47:00,2017-09-29,2017-09-29 23:45:53.000000000,2017-09-30 15:52:15.390141766,2017-10-14 09:37:40.000000000,2017-10-13 17:47:00,0.6601851851851852,17.759999999999998
order_027193,cust_012612,delivered,2016-05-31 19:30:00,2016-05-31,2016-06-01 00:21:28.830267039,2016-06-02 07:35:39.455569842,2016-06-12 23:58:10.672211548,2016-06-14 19:30:00,-1.8137653679218981,92.06
order_006879,cust_013335,delivered,2016-11-16 20:28:00,2016-11-16,2016-11-17 01:18:35.443634161,2016-11-18 16:15:11.743623377,2016-11-25 00:44:51.444934750,2016-11-27 20:28:00,-2.8216267947366895,32.08
order_006902,cust_007195,delivered,2016-02-28 16:37:00,2016-02-28,2016-02-29 10:38:24.714357308,2016-03-04 22:19:24.785557365,2016-03-06 09:47:02.864101337,2016-03-10 16:37:00,-4.284689072901192,33.31
order_002718,cust_013503,delivered,2016-09-07 16:11:00,2016-09-07,2016-09-07 19:29:07.294575124,2016-09-09 20:24:31.963950983,2016-09-16 01:04:27.000000000,2016-09-19 16:11:00,-3.6295486111111113,65.03
order_027594,cust_003964,delivered,2018-05-28 16:20:00,2018-05-28,2018-05-28 18:48:57.270273992,2018-05-30 03:10:25.805903323,2018-06-10 22:37:17.719515628,2018-06-12 16:20:00,-1.7379893574580092,278.12
order_025006,cust_007943,delivered,2018-03-13 14:32:00,2018-03-13,2018-03-13 16:21:23.000000000,2018-03-15 08:18:24.741564436,2018-03-31 19:14:35.228423589,2018-03-31 14:32:00,0.19624106971746527,80.47
order_012160,cust_004450,processing,2018-08-27 18:12:00,2018-08-27,2018-08-27 23:28:56.731270015,,,2018-09-07 18:12:00,,141.59
order_025776,cust_015839,delivered,2016-11-03 16:58:00,2016-11-03,2016-11-04 03:12:58.000000000,2016-11-05 20:53:09.286190917,2016-11-10 22:28:57.412759851,2016-11-12 16:58:00,-1.7701688337980208,38.73
order_019852,cust_015442,delivered,2017-07-25 15:28:00,2017-07-25,2017-07-25 19:31:06.051249187,2017-07-28 01:16:41.174550996,2017-08-21 00:06:13.000000000,2017-08-06 15:28:00,14.359872685185184,336.75
order_001122,cust_000459,delivered,2017-09-07 18:18:00,2017-09-07,2017-09-07 19:50:14.862060772,2017-09-10 10:31:06.000000000,2017-09-26 05:31:53.275044949,2017-09-18 18:18:00,7.467977720427651,174.14
order_016786,cust_009507,delivered,2017-06-30 10:46:00,2017-06-30,2017-06-30 15:42:48.596397039,2017-07-01 21:27:34.347955437,2017-07-21 16:50:59.514486914,2017-07-17 10:46:00,4.2534666028578005,36.24
order_014513,cust_009815,delivered,2018-04-25 10:59:00,2018-04-25,2018-04-25 21:37:40.000000000,2018-04-28 17:32:19.000000000,2018-05-01 14:34:08.000000000,2018-05-03 10:59:00,-1.8506018518518519,26.479999999999997
order_023023,cust_003799,delivered,2016-11-06 15:07:00,2016-11-06,2016-11-06 16:50:42.000000000,2016-11-09 17:45:34.698820121,2016-11-19 09:10:38.000000000,2016-11-16 15:07:00,2.752523148148148,126.98
order_029438,cust_003300,delivered,2017-10-30 21:54:00,2017-10-30,2017-10-31 10:52:42.872611094,2017-11-01 10:49:25.000000000,2017-11-08 17:17:27.175645820,2017-11-09 21:54:00,-1.1920465781733798,32.120000000000005
order_009530,cust_003616,delivered,2017-11-22 11:10:00,2017-11-22,2017-11-22 12:28:42.000000000,2017-11-25 04:24:34.000000000,2017-12-16 01:03:24.000000000,2017-12-10 11:10:00,5.57875,71.43
order_014919,cust_005151,delivered,2017-02-08 21:54:00,2017-02-08,2017-02-09 00:27:57.156603714,2017-02-12 04:03:40.000000000,2017-02-16 15:01:31.000000000,2017-02-15 21:54:00,0.7135532407407408,74.13
order_023506,cust_016783,delivered,2016-11-26 12:03:00,2016-11-26,2016-11-26 17:21:10.948395700,2016-11-28 04:03:02.533563532,2016-12-13 11:57:59.913832656,2016-12-09 12:03:00,3.9965267804705555,156.95
order_020455,cust_006969,delivered,2018-06-15 06:16:00,2018-06-15,2018-06-15 11:13:21.586358379,2018-06-16 10:38:16.874922311,2018-06-24 10:23:47.753044913,2018-06-27 06:16:00,-2.8279195249431366,119.62
order_001227,cust_015924,delivered,2016-09-21 16:27:00,2016-09-21,2016-09-22 00:53:20.000000000,2016-09-24 03:55:55.633900783,2016-10-05 13:15:55.510365312,2016-10-04 16:27:00,0.8673091477466667,86.2
order_004241,cust_014676,delivered,2018-03-17 16:36:00,2018-03-17,2018-03-17 19:02:21.600728527,2018-03-19 10:14:17.491822239,2018-03-29 01:10:53.000000000,2018-03-30 16:36:00,-1.6424421296296297,41.66
order_014989,cust_006833,delivered,2017-02-07 19:47:00,2017-02-07,2017-02-08 01:10:16.693244905,2017-02-10 19:29:17.604257275,2017-02-16 21:39:37.493669754,2017-02-14 19:47:00,2.0782117322888194,65.35
order_004813,cust_012583,delivered,2018-05-10 10:18:00,2018-05-10,2018-05-10 14:21:30.866450799,2018-05-11 06:10:01.000000000,2018-05-17 15:16:02.451358277,2018-05-19 10:18:00,-1.7930271833532754,150.43
order_028926,cust_002765,delivered,2018-05-25 11:51:00,2018-05-25,2018-05-25 16:33:59.102163943,2018-05-29 06:11:37.091362515,2018-06-02 04:36:06.000000000,2018-06-03 11:51:00,-1.3020138888888888,60.129999999999995
order_024191,cust_004263,delivered,2016-05-11 22:00:00,2016-05-11,2016-05-11 23:32:15.484799425,2016-05-14 15:38:29.000000000,2016-05-20 06:37:36.000000000,2016-05-21 22:00:00,-1.6405555555555555,183.2
order_017425,cust_007795,delivered,2018-05-02 20:55:00,2018-05-02,2018-05-03 08:24:26.212338366,2018-05-04 17:31:42.500806150,2018-05-14 19:16:15.000000000,2018-05-15 20:55:00,-1.0685763888888888,52.379999999999995
order_026733,cust_017134,delivered,2018-06-22 18:33:00,2018-06-22,2018-06-23 03:02:13.358112122,2018-06-24 09:32:44.186963232,2018-07-04 04:24:05.029824552,2018-07-01 18:33:00,2.4104748822286113,38.97
order_026210,cust_008633,delivered,2016-02-03 11:31:00,2016-02-03,2016-02-03 18:34:04.468114609,2016-02-04 08:28:46.272684610,2016-02-19 10:12:34.000000000,2016-02-20 11:31:00,-1.0544675925925926,114.41
order_001684,cust_010151,delivered,2017-10-06 21:10:00,2017-10-06,2017-10-06 22:34:46.323884152,2017-10-12 05:45:39.202370523,2017-10-18 10:38:33.351246503,2017-10-17 21:10:00,0.5614971209085995,89.00999999999999
order_018683,cust_013598,delivered,2016-07-18 12:39:00,2016-07-18,2016-07-18 16:26:33.171973810,2016-07-20 10:57:29.961703533,2016-07-30 07:50:33.086307529,2016-07-30 12:39:00,-0.2003115010702662,120.97
order_028989,cust_002541,delivered,2017-06-20 06:51:00,2017-06-20,2017-06-20 12:22:42.512078348,2017-06-24 23:45:43.326986969,2017-07-08 16:29:18.641854059,2017-07-08 06:51:00,0.40160465108864585,24.01
order_006899,cust_003302,delivered,2017-09-14 11:29:00,2017-09-14,2017-09-14 12:00:28.197841652,2017-09-17 15:08:35.000000000,2017-09-24 15:03:10.472768490,2017-09-22 11:29:00,2.148732323709375,46.690000000000005
order_018041,cust_000933,delivered,2016-03-07 07:17:00,2016-03-07,2016-03-07 15:03:22.319641621,2016-03-07 22:29:29.000000000,2016-03-17 20:37:30.849437120,2016-03-19 07:17:00,-1.4440873907740739,62.0
order_028291,cust_000640,delivered,2016-10-10 08:26:00,2016-10-10,2016-10-10 13:59:58.492552060,2016-10-11 07:57:37.489415795,2016-10-22 18:53:03.642910237,2016-10-26 08:26:00,-3.564541170020405,389.03
order_003100,cust_013050,delivered,2016-06-03 23:02:00,2016-06-03,2016-06-04 04:00:37.000000000,2016-06-05 14:09:21.084511032,2016-06-20 12:45:36.460818846,2016-06-16 23:02:00,3.571949777995903,51.23
order_003353,cust_002125,delivered,2017-11-23 21:12:00,2017-11-23,2017-11-24 02:17:00.944491495,2017-11-24 07:05:00.944491495,2017-12-19 22:08:00.000000000,2017-12-11 21:12:00,8.03888888888889,670.32
order_022530,cust_007870,delivered,2016-04-29 23:15:00,2016-04-29,2016-04-30 01:37:07.539471796,2016-05-01 05:33:09.440841855,2016-05-06 17:21:28.000000000,2016-05-07 23:15:00,-1.2455092592592591,175.51000000000002
order_029030,cust_018123,delivered,2018-02-19 19:31:00,2018-02-19,2018-02-20 05:04:21.482035052,2018-02-20 23:40:52.000000000,2018-03-02 09:47:49.000000000,2018-03-01 19:31:00,0.5950115740740741,92.68
order_016737,cust_000136,delivered,2016-01-12 18:56:00,2016-01-12,2016-01-13 07:37:35.505338024,2016-01-15 15:20:34.000000000,2016-01-22 05:20:04.005633158,2016-01-21 18:56:00,0.4333796948282176,25.43
order_007231,cust_008339,delivered,2017-03-04 18:18:00,2017-03-04,2017-03-05 00:11:38.606539585,2017-03-06 04:27:53.404406881,2017-03-16 11:30:37.307300001,2017-03-17 18:18:00,-1.282901535879618,111.09
order_005337,cust_015456,delivered,2017-10-15 18:33:00,2017-10-15,2017-10-16 04:03:32.000000000,2017-10-17 03:57:37.000000000,2017-10-29 14:07:18.000000000,2017-10-28 18:33:00,0.8154861111111111,86.91
order_002129,cust_009459,delivered,2017-08-22 22:35:00,2017-08-22,2017-08-23 08:17:11.611523635,2017-08-23 20:45:44.476255191,2017-08-30 21:12:21.050664861,2017-08-31 22:35:00,-1.0573952469344792,279.34000000000003
order_019709,cust_005382,delivered,2016-10-19 13:34:00,2016-10-19,2016-10-19 15:12:04.037480390,2016-10-20 10:52:49.204502314,2016-10-31 04:23:30.000000000,2016-10-28 13:34:00,2.6177083333333333,245.73999999999995
order_005453,cust_001351,delivered,2018-01-20 18:07:00,2018-01-20,2018-01-21 07:26:15.267944938,2018-01-24 13:13:36.200196211,2018-02-18 04:07:07.663669667,2018-02-03 18:07:00,14.416755366547072,283.22
order_027094,cust_016030,delivered,2016-06-13 11:29:00,2016-06-13,2016-06-13 17:21:44.149473393,2016-06-15 13:08:29.000000000,2016-07-08 19:14:29.000000000,2016-06-23 11:29:00,15.323252314814814,60.2
order_002617,cust_011398,delivered,2016-02-19 10:26:00,2016-02-19,2016-02-19 13:27:40.000000000,2016-02-21 22:05:15.000000000,2016-03-18 11:57:42.298607582,2016-03-09 10:26:00,9.06368401166183,939.72
order_012250,cust_017922,delivered,2017-09-26 14:44:00,2017-09-26,2017-09-26 18:18:51.109483418,2017-09-29 00:30:16.000000000,2017-10-05 06:51:08.869795617,2017-10-08 14:44:00,-3.328369562550729,23.84
order_004989,cust_011275,delivered,2018-02-04 15:39:00,2018-02-04,2018-02-04 21:35:03.000000000,2018-02-05 07:47:44.248200486,2018-02-22 10:13:28.000000000,2018-02-18 15:39:00,3.7739351851851852,494.46999999999997
order_010276,cust_014715,delivered,2017-11-04 21:46:00,2017-11-04,2017-11-05 09:01:24.774102676,2017-11-07 00:54:05.413861733,2017-11-15 19:33:26.262564551,2017-11-17 21:46:00,-2.0920571462436226,216.95
order_000210,cust_014463,delivered,2018-01-11 10:20:00,2018-01-11,2018-01-11 12:32:50.894697207,2018-01-14 13:50:04.282492082,2018-01-24 13:26:20.710214589,2018-01-25 10:20:00,-0.8705936317755903,174.03
order_003842,cust_008762,delivered,2016-11-23 21:28:00,2016-11-23,2016-11-24 00:40:10.777635651,2016-11-25 19:43:58.502813316,2016-12-07 02:50:34.000000000,2016-12-05 21:28:00,1.2240046296296296,280.98
order_000621,cust_006613,delivered,2016-04-01 10:20:00,2016-04-01,2016-04-01 12:41:12.969244969,2016-04-06 09:35:46.344328677,2016-04-08 18:31:30.000000000,2016-04-10 10:20:00,-1.6586805555555555,17.19
