order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date
order_024670,custid_015680_024670,delivered,04/24/2017 19:11:00,2017-04-24 23:21:50.416555976,2017-04-26 12:12:26.213386169,2017-05-16 10:28:33.949956226,05/14/2017 19:11:00
order_030071,custid_004342_030071,delivered,2018-04-12 16:51:00,04/13/2018 02:32:59,2018-04-16 22:20:12.558212160,05/02/2018 20:06:40,2018-04-28 16:51:00
order_021063,custid_012555_021063,delivered,05/21/2018 11:25:00,05/22/2018 00:16:09,2018-05-23 11:11:49.767512964,2018-06-01 11:28:18.475470175,2018-06-01 11:25:00
order_012863,custid_002375_012863,delivered,2016-11-03 08:17:00,2016-11-03 09:04:52.548191566,2016-11-04 08:59:36.513662895,2016-11-14 05:03:47.676400601,2016-11-13 08:17:00
order_015767,custid_006902_015767,delivered,2016-06-13 00:51:00,2016-06-13 03:28:35.395056544,2016-06-15 18:58:17.960508860,2016-06-29 18:30:22.215570831,2016-06-25 00:51:00
order_000217,custid_001175_000217,delivered,2018-01-02 08:14:00,2018-01-02 18:41:16.059962192,01/03/2018 17:57:49,2018-01-08 19:23:49.502760324,2018-01-12 08:14:00
order_027500,custid_007281_027500,delivered,2016-11-21 08:46:00,2016-11-21 15:40:17.702260804,2016-11-23 09:47:27.313439069,2016-11-30 13:42:18.212528908,2016-11-30 08:46:00
order_024232,custid_008685_024232,delivered,2016-12-04 21:47:00,2016-12-05 02:35:05.227536772,2016-12-05 17:14:29.033757863,2016-12-20 13:45:51.442938522,2016-12-18 21:47:00
order_010175,custid_010520_010175,delivered,2018-03-02 17:40:00,2018-03-03 03:06:34.552363844,2018-03-05 11:49:46.581876620,2018-03-08 22:52:21.762457508,2018-03-11 17:40:00
order_015609,custid_001559_015609,delivered,2018-05-03 08:39:00,2018-05-03 14:25:08.345854768,2018-05-06 08:56:39.940833837,2018-05-21 02:40:17.155977700,2018-05-16 08:39:00
order_005260,custid_003586_005260,delivered,01/06/2017 18:46:00,2017-01-06 21:23:14.820678854,2017-01-10 01:02:46.003248462,2017-01-10 08:14:46.003248462,2017-01-11 18:46:00
order_016858,custid_017737_016858,delivered,2017-04-18 13:40:00,2017-04-19 00:00:59.568516693,2017-04-20 03:59:51.838256946,05/09/2017 08:22:50,05/08/2017 13:40:00
order_022968,custid_000084_022968,delivered,2017-08-21 12:11:00,2017-08-21 22:57:54.349879814,08/24/2017 10:29:02,2017-08-30 08:02:49.984910417,2017-08-31 12:11:00
order_026164,custid_011278_026164,delivered,10/16/2017 20:08:00,2017-10-17 03:04:53.667101040,2017-10-20 19:44:36.396258589,2017-10-29 16:11:06.721728079,2017-10-28 20:08:00
order_019246,custid_011609_019246,delivered,2016-11-18 12:31:00,11/18/2016 16:24:58,2016-11-20 17:27:15.508389330,2016-11-29 00:01:11.585112762,2016-11-26 12:31:00
order_018886,custid_008720_018886,delivered,2016-09-17 12:06:00,2016-09-17 14:05:30.910033500,2016-09-19 09:22:09.076199691,2016-09-29 19:56:47.600993248,09/24/2016 12:06:00
order_023763,custid_008899_023763,delivered,2016-11-20 08:16:00,2016-11-20 13:40:45.442261069,2016-11-21 01:17:05.647635085,2016-11-28 19:39:46.734851563,2016-11-30 08:16:00
order_025001,custid_015018_025001,delivered,2016-12-22 09:44:00,12/22/2016 13:48:58,2016-12-26 06:14:09.142976256,2017-01-15 12:36:05.697755737,2017-01-12 09:44:00
order_002848,custid_008878_002848,delivered,2018-08-08 19:29:00,08/09/2018 09:07:34,08/11/2018 03:40:23,2018-08-17 15:03:14.141013963,2018-08-16 19:29:00
order_024867,custid_005048_024867,delivered,2017-11-22 18:16:00,2017-11-23 00:08:11.526165019,2017-11-24 22:43:58.297490510,12/06/2017 10:34:02,2017-12-03 18:16:00
order_009635,custid_000973_009635,delivered,2017-09-29 17:47:00,09/29/2017 23:45:53,2017-09-30 15:52:15.390141766,10/14/2017 09:37:40,2017-10-13 17:47:00
order_027193,custid_012612_027193,delivered,2016-05-31 19:30:00,2016-06-01 00:21:28.830267039,2016-06-02 07:35:39.455569842,2016-06-12 23:58:10.672211548,06/14/2016 19:30:00
order_006879,custid_013335_006879,delivered,11/16/2016 20:28:00,2016-11-17 01:18:35.443634161,2016-11-18 16:15:11.743623377,2016-11-25 00:44:51.444934750,2016-11-27 20:28:00
order_006902,custid_007195_006902,delivered,2016-02-28 16:37:00,2016-02-29 10:38:24.714357308,2016-03-04 22:19:24.785557365,2016-03-06 09:47:02.864101337,2016-03-10 16:37:00
order_002718,custid_013503_002718,delivered,2016-09-07 16:11:00,2016-09-07 19:29:07.294575124,2016-09-09 20:24:31.963950983,09/16/2016 01:04:27,2016-09-19 16:11:00
order_027594,custid_003964_027594,delivered,2018-05-28 16:20:00,2018-05-28 18:48:57.270273992,2018-05-30 03:10:25.805903323,2018-06-10 22:37:17.719515628,2018-06-12 16:20:00
order_025006,custid_007943_025006,delivered,03/13/2018 14:32:00,03/13/2018 16:21:23,2018-03-15 08:18:24.741564436,2018-03-31 19:14:35.228423589,2018-03-31 14:32:00
order_012160,custid_004450_012160,processing,2018-08-27 18:12:00,2018-08-27 23:28:56.731270015,,,2018-09-07 18:12:00
order_025776,custid_015839_025776,delivered,11/03/2016 16:58:00,11/04/2016 03:12:58,2016-11-05 20:53:09.286190917,2016-11-10 22:28:57.412759851,2016-11-12 16:58:00
order_019852,custid_015442_019852,delivered,07/25/2017 15:28:00,2017-07-25 19:31:06.051249187,2017-07-28 01:16:41.174550996,08/21/2017 00:06:13,08/06/2017 15:28:00
order_001122,custid_000459_001122,delivered,2017-09-07 18:18:00,2017-09-07 19:50:14.862060772,09/10/2017 10:31:06,2017-09-26 05:31:53.275044949,09/18/2017 18:18:00
order_016786,custid_009507_016786,delivered,2017-06-30 10:46:00,2017-06-30 15:42:48.596397039,2017-07-01 21:27:34.347955437,2017-07-21 16:50:59.514486914,07/17/2017 10:46:00
order_014513,custid_009815_014513,delivered,2018-04-25 10:59:00,04/25/2018 21:37:40,04/28/2018 17:32:19,05/01/2018 14:34:08,2018-05-03 10:59:00
order_023023,custid_003799_023023,delivered,2016-11-06 15:07:00,11/06/2016 16:50:42,2016-11-09 17:45:34.698820121,11/19/2016 09:10:38,2016-11-16 15:07:00
order_029438,custid_003300_029438,delivered,2017-10-30 21:54:00,2017-10-31 10:52:42.872611094,11/01/2017 10:49:25,2017-11-08 17:17:27.175645820,2017-11-09 21:54:00
order_009530,custid_003616_009530,delivered,2017-11-22 11:10:00,11/22/2017 12:28:42,11/25/2017 04:24:34,12/16/2017 01:03:24,12/10/2017 11:10:00
order_014919,custid_005151_014919,delivered,2017-02-08 21:54:00,2017-02-09 00:27:57.156603714,02/12/2017 04:03:40,02/16/2017 15:01:31,02/15/2017 21:54:00
order_023506,custid_016783_023506,delivered,2016-11-26 12:03:00,2016-11-26 17:21:10.948395700,2016-11-28 04:03:02.533563532,2016-12-13 11:57:59.913832656,12/09/2016 12:03:00
order_020455,custid_006969_020455,delivered,2018-06-15 06:16:00,2018-06-15 11:13:21.586358379,2018-06-16 10:38:16.874922311,2018-06-24 10:23:47.753044913,2018-06-27 06:16:00
order_001227,custid_015924_001227,delivered,2016-09-21 16:27:00,09/22/2016 00:53:20,2016-09-24 03:55:55.633900783,2016-10-05 13:15:55.510365312,2016-10-04 16:27:00
order_004241,custid_014676_004241,delivered,03/17/2018 16:36:00,2018-03-17 19:02:21.600728527,2018-03-19 10:14:17.491822239,03/29/2018 01:10:53,2018-03-30 16:36:00
order_014989,custid_006833_014989,delivered,02/07/2017 19:47:00,2017-02-08 01:10:16.693244905,2017-02-10 19:29:17.604257275,2017-02-16 21:39:37.493669754,2017-02-14 19:47:00
order_004813,custid_012583_004813,delivered,2018-05-10 10:18:00,2018-05-10 14:21:30.866450799,05/11/2018 06:10:01,2018-05-17 15:16:02.451358277,05/19/2018 10:18:00
order_028926,custid_002765_028926,delivered,2018-05-25 11:51:00,2018-05-25 16:33:59.102163943,2018-05-29 06:11:37.091362515,06/02/2018 04:36:06,06/03/2018 11:51:00
order_024191,custid_004263_024191,delivered,05/11/2016 22:00:00,2016-05-11 23:32:15.484799425,05/14/2016 15:38:29,05/20/2016 06:37:36,05/21/2016 22:00:00
order_017425,custid_007795_017425,delivered,2018-05-02 20:55:00,2018-05-03 08:24:26.212338366,2018-05-04 17:31:42.500806150,05/14/2018 19:16:15,05/15/2018 20:55:00
order_026733,custid_017134_026733,delivered,06/22/2018 18:33:00,2018-06-23 03:02:13.358112122,2018-06-24 09:32:44.186963232,2018-07-04 04:24:05.029824552,2018-07-01 18:33:00
order_026210,custid_008633_026210,delivered,02/03/2016 11:31:00,2016-02-03 18:34:04.468114609,2016-02-04 08:28:46.272684610,02/19/2016 10:12:34,2016-02-20 11:31:00
order_001684,custid_010151_001684,delivered,10/06/2017 21:10:00,2017-10-06 22:34:46.323884152,2017-10-12 05:45:39.202370523,2017-10-18 10:38:33.351246503,10/17/2017 21:10:00
order_018683,custid_013598_018683,delivered,07/18/2016 12:39:00,2016-07-18 16:26:33.171973810,2016-07-20 10:57:29.961703533,2016-07-30 07:50:33.086307529,2016-07-30 12:39:00
order_028989,custid_002541_028989,delivered,2017-06-20 06:51:00,2017-06-20 12:22:42.512078348,2017-06-24 23:45:43.326986969,2017-07-08 16:29:18.641854059,07/08/2017 06:51:00
order_006899,custid_003302_006899,delivered,2017-09-14 11:29:00,2017-09-14 12:00:28.197841652,09/17/2017 15:08:35,2017-09-24 15:03:10.472768490,2017-09-22 11:29:00
order_018041,custid_000933_018041,delivered,03/07/2016 07:17:00,2016-03-07 15:03:22.319641621,03/07/2016 22:29:29,2016-03-17 20:37:30.849437120,2016-03-19 07:17:00
order_028291,custid_000640_028291,delivered,2016-10-10 08:26:00,2016-10-10 13:59:58.492552060,2016-10-11 07:57:37.489415795,2016-10-22 18:53:03.642910237,10/26/2016 08:26:00
order_003100,custid_013050_003100,delivered,2016-06-03 23:02:00,06/04/2016 04:00:37,2016-06-05 14:09:21.084511032,2016-06-20 12:45:36.460818846,2016-06-16 23:02:00
order_003353,custid_002125_003353,delivered,11/23/2017 21:12:00,2017-11-24 02:17:00.944491495,2017-11-24 07:05:00.944491495,12/19/2017 22:08:00,2017-12-11 21:12:00
order_022530,custid_007870_022530,delivered,04/29/2016 23:15:00,2016-04-30 01:37:07.539471796,2016-05-01 05:33:09.440841855,05/06/2016 17:21:28,2016-05-07 23:15:00
order_029030,custid_018123_029030,delivered,2018-02-19 19:31:00,2018-02-20 05:04:21.482035052,02/20/2018 23:40:52,03/02/2018 09:47:49,2018-03-01 19:31:00
order_016737,custid_000136_016737,delivered,2016-01-12 18:56:00,2016-01-13 07:37:35.505338024,01/15/2016 15:20:34,2016-01-22 05:20:04.005633158,01/21/2016 18:56:00
order_007231,custid_008339_007231,delivered,2017-03-04 18:18:00,2017-03-05 00:11:38.606539585,2017-03-06 04:27:53.404406881,2017-03-16 11:30:37.307300001,2017-03-17 18:18:00
order_005337,custid_015456_005337,delivered,10/15/2017 18:33:00,10/16/2017 04:03:32,10/17/2017 03:57:37,10/29/2017 14:07:18,2017-10-28 18:33:00
order_002129,custid_009459_002129,delivered,2017-08-22 22:35:00,2017-08-23 08:17:11.611523635,2017-08-23 20:45:44.476255191,2017-08-30 21:12:21.050664861,2017-08-31 22:35:00
order_019709,custid_005382_019709,delivered,2016-10-19 13:34:00,2016-10-19 15:12:04.037480390,2016-10-20 10:52:49.204502314,10/31/2016 04:23:30,2016-10-28 13:34:00
order_005453,custid_001351_005453,delivered,01/20/2018 18:07:00,2018-01-21 07:26:15.267944938,2018-01-24 13:13:36.200196211,2018-02-18 04:07:07.663669667,02/03/2018 18:07:00
order_027094,custid_016030_027094,delivered,2016-06-13 11:29:00,2016-06-13 17:21:44.149473393,06/15/2016 13:08:29,07/08/2016 19:14:29,2016-06-23 11:29:00
order_002617,custid_011398_002617,delivered,02/19/2016 10:26:00,02/19/2016 13:27:40,02/21/2016 22:05:15,2016-03-18 11:57:42.298607582,2016-03-09 10:26:00
order_012250,custid_017922_012250,delivered,2017-09-26 14:44:00,2017-09-26 18:18:51.109483418,09/29/2017 00:30:16,2017-10-05 06:51:08.869795617,2017-10-08 14:44:00
order_004989,custid_011275_004989,delivered,02/04/2018 15:39:00,02/04/2018 21:35:03,2018-02-05 07:47:44.248200486,02/22/2018 10:13:28,02/18/2018 15:39:00
order_010276,custid_014715_010276,delivered,2017-11-04 21:46:00,2017-11-05 09:01:24.774102676,2017-11-07 00:54:05.413861733,2017-11-15 19:33:26.262564551,2017-11-17 21:46:00
order_000210,custid_014463_000210,delivered,2018-01-11 10:20:00,2018-01-11 12:32:50.894697207,2018-01-14 13:50:04.282492082,2018-01-24 13:26:20.710214589,2018-01-25 10:20:00
order_003842,custid_008762_003842,delivered,2016-11-23 21:28:00,2016-11-24 00:40:10.777635651,2016-11-25 19:43:58.502813316,12/07/2016 02:50:34,2016-12-05 21:28:00
order_000621,custid_006613_000621,delivered,04/01/2016 10:20:00,2016-04-01 12:41:12.969244969,2016-04-06 09:35:46.344328677,04/08/2016 18:31:30,2016-04-10 10:20:00
order_002992,custid_015222_002992,delivered,2016-09-03 17:10:00,09/03/2016 23:35:42,2016-09-10 19:31:03.370665669,09/20/2016 01:05:08,2016-09-13 17:10:00
order_009520,custid_003992_009520,delivered,2017-05-14 10:42:00,05/14/2017 12:38:42,2017-05-16 16:08:49.978487073,2017-05-30 01:48:16.274647173,05/24/2017 10:42:00
order_023631,custid_000590_023631,delivered,08/31/2016 20:30:00,2016-09-01 05:02:56.992810444,2016-09-02 11:35:35.014911984,2016-09-11 23:09:34.219352634,09/14/2016 20:30:00
order_026607,custid_003436_026607,delivered,05/08/2016 12:53:00,2016-05-08 22:46:44.856778311,05/10/2016 02:27:06,2016-05-15 13:50:03.678808338,2016-05-15 12:53:00
order_026086,custid_007015_026086,delivered,12/18/2017 10:08:00,2017-12-18 17:45:05.772504770,2017-12-20 04:08:32.222098011,2018-01-02 13:05:36.561887043,2018-01-02 10:08:00
order_008834,custid_014914_008834,delivered,2017-12-15 17:43:00,12/16/2017 00:12:35,2017-12-19 17:52:16.947964145,2017-12-24 04:04:44.368967792,12/23/2017 17:43:00
order_022561,custid_017077_022561,delivered,2017-12-21 21:17:00,12/21/2017 23:37:41,2017-12-25 10:57:18.566226991,2017-12-30 08:19:01.600169220,2017-12-29 21:17:00
order_024855,custid_018514_024855,delivered,10/22/2016 19:54:00,10/23/2016 06:31:02,10/26/2016 00:55:31,2016-11-02 19:55:31.200676533,2016-11-02 19:54:00
order_028431,custid_002560_028431,delivered,2017-01-03 21:37:00,2017-01-04 11:09:41.861489179,2017-01-06 07:40:40.539697732,2017-01-10 06:51:57.435572618,2017-01-12 21:37:00
order_022869,custid_008208_022869,delivered,05/16/2016 10:37:00,05/16/2016 14:43:57,05/20/2016 20:16:38,2016-06-06 02:08:17.477890615,2016-06-05 10:37:00
order_026084,custid_003619_026084,delivered,03/06/2016 15:02:00,2016-03-07 04:36:33.468202650,2016-03-08 19:15:37.948746182,03/18/2016 23:24:12,03/18/2016 15:02:00
order_020770,custid_011447_020770,delivered,2018-06-27 18:28:00,2018-06-27 21:51:31.925262202,2018-06-29 03:33:29.837223690,07/10/2018 21:49:46,2018-07-10 18:28:00
order_023371,custid_004349_023371,delivered,2018-06-04 21:59:00,2018-06-05 01:12:21.965930338,06/05/2018 18:34:07,2018-06-21 13:17:13.020515614,2018-06-18 21:59:00
order_004344,custid_003106_004344,delivered,2016-03-20 10:33:00,03/20/2016 14:20:16,2016-03-21 18:59:24.044466537,2016-04-03 16:12:25.316437135,2016-04-05 10:33:00
order_023119,custid_002268_023119,delivered,2017-05-04 15:42:00,05/04/2017 17:44:11,05/06/2017 13:46:30,2017-05-16 13:45:07.265493915,2017-05-17 15:42:00
order_001109,custid_013837_001109,delivered,2017-10-01 18:15:00,2017-10-02 07:16:22.902449268,2017-10-04 12:56:52.607399822,10/19/2017 16:02:33,2017-10-17 18:15:00
order_020414,custid_016756_020414,delivered,2017-05-11 21:12:00,2017-05-12 01:51:32.728841154,2017-05-13 05:39:33.901239946,2017-05-23 14:40:30.839287999,2017-05-20 21:12:00
order_005121,custid_018514_005121,delivered,2017-08-03 14:40:00,2017-08-03 18:48:16.551811068,2017-08-07 15:11:23.641451718,08/15/2017 15:25:48,2017-08-13 14:40:00
order_026372,custid_004121_026372,delivered,08/09/2016 16:47:00,2016-08-09 22:26:48.085857104,2016-08-10 13:54:37.723299522,2016-08-22 12:15:56.928338679,08/25/2016 16:47:00
order_013496,custid_003745_013496,delivered,2017-08-14 16:49:00,2017-08-15 00:48:53.931422115,08/17/2017 21:02:41,08/25/2017 07:35:10,08/27/2017 16:49:00
order_028491,custid_004059_028491,delivered,02/19/2016 12:21:00,2016-02-19 23:06:47.204330169,2016-02-21 16:38:13.321141540,2016-02-29 18:54:39.134214736,2016-02-29 12:21:00
order_015718,custid_014215_015718,delivered,04/07/2016 19:18:00,04/07/2016 22:52:48,04/09/2016 18:53:13,2016-05-01 21:20:00.908485443,2016-04-17 19:18:00
order_025485,custid_016254_025485,delivered,03/09/2017 21:44:00,03/10/2017 17:11:41,2017-03-11 20:27:35.321386440,03/15/2017 15:36:16,03/16/2017 21:44:00
order_014685,custid_005263_014685,delivered,2017-11-28 20:24:00,11/28/2017 22:17:07,2017-12-01 16:56:26.015891401,2017-12-06 08:54:51.021375845,2017-12-09 20:24:00
order_014413,custid_016938_014413,delivered,2018-01-10 21:42:00,2018-01-11 02:24:43.768087948,2018-01-12 13:18:52.875728149,2018-01-21 21:19:13.873566421,01/23/2018 21:42:00
order_003441,custid_011980_003441,delivered,2017-09-04 17:05:00,2017-09-04 19:26:29.876702634,2017-09-05 00:14:29.876702634,09/18/2017 07:04:41,2017-09-18 17:05:00
order_019470,custid_014297_019470,delivered,2016-10-16 13:49:00,2016-10-16 19:41:04.830327829,2016-10-17 13:13:58.009623840,2016-10-27 04:54:53.036803193,2016-10-20 13:49:00
order_007840,custid_011638_007840,delivered,2016-12-06 09:09:00,2016-12-06 12:06:43.828108473,12/08/2016 03:18:49,2016-12-15 18:24:16.970530759,12/16/2016 09:09:00
order_007937,custid_013117_007937,delivered,01/13/2018 17:44:00,2018-01-13 23:53:59.882097394,2018-01-16 12:54:28.826777477,02/01/2018 01:42:36,2018-02-01 17:44:00
order_011526,custid_013128_011526,delivered,04/22/2018 18:10:00,04/22/2018 23:10:30,04/25/2018 02:39:29,2018-05-02 18:45:37.745667985,2018-05-05 18:10:00
