review_id,order_id,review_score,review_creation_date,review_answer_timestamp
rev_000050,order_000051,4,2016-07-02 16:41:53.648936436,2016-07-03 06:25:22.536278748
rev_000051,order_000052,3,2017-12-18 14:30:59.133968784,2017-12-19 01:16:23.478616755
rev_000052,order_000053,2,2016-05-27 12:07:01.421295240,2016-05-29 00:18:57.000000000
rev_000053,order_000054,4,2016-05-13 09:17:11.167806429,2016-05-14 08:50:04.922198699
rev_000054,order_000055,5,2017-12-22 03:56:02.808587708,2017-12-22 18:52:37.000000000
rev_000055,order_000056,5,2018-08-15 16:38:13.719386701,2018-08-16 13:51:32.139077948
rev_000056,order_000057,4,2017-10-03 08:28:17.691954273,2017-10-04 22:00:45.662389086
rev_000057,order_000058,4,2016-10-13 17:53:04.331648965,2016-10-16 02:18:30.000000000
rev_000058,order_000059,1,2018-09-17 00:47:06.000000000,2018-09-17 21:21:36.682836098
rev_000059,order_000060,5,2018-07-18 17:33:42.000000000,2018-07-20 18:47:10.036190105
rev_000060,order_000061,1,2018-05-11 18:37:44.000000000,2018-05-15 03:55:56.104406710
rev_000061,order_000062,3,2016-10-17 22:49:22.369530208,2016-10-21 12:00:13.000000000
rev_000062,order_000063,2,2016-08-09 15:04:37.957485284,2016-08-11 02:18:35.000000000
rev_000063,order_000064,5,2018-05-27 18:46:06.138429049,2018-05-29 16:31:49.022397306
rev_000064,order_000065,1,2016-04-12 15:38:42.000000000,2016-04-12 19:08:09.000000000
rev_000065,order_000066,5,2017-09-10 22:40:22.000000000,2017-09-11 14:37:09.895310085
rev_000066,order_000067,1,2016-04-14 10:28:23.000000000,2016-04-15 20:24:38.000000000
rev_000067,order_000068,5,2016-08-06 11:03:51.756007497,2016-08-07 12:41:25.626073904
rev_000068,order_000069,4,2017-03-07 13:23:13.062192247,2017-03-09 02:39:35.000000000
rev_000069,order_000070,5,2017-06-13 07:51:19.000000000,2017-06-15 23:44:39.000000000
rev_000070,order_000071,5,2017-12-07 04:11:19.481572558,2017-12-08 13:07:17.541714701
rev_000071,order_000072,1,2018-09-29 09:28:00.000000000,2018-10-02 08:54:29.000000000
rev_000072,order_000073,2,2018-03-26 19:47:54.574269363,2018-03-27 13:35:29.880045925
rev_000073,order_000074,1,2018-01-01 07:24:18.847364808,2018-01-04 01:25:02.074858117
rev_000074,order_000075,5,2016-06-02 00:00:24.648599928,2016-06-02 21:40:36.196736372
rev_000075,order_000076,1,2018-08-10 11:33:15.745272063,2018-08-10 17:29:48.621304792
rev_000076,order_000077,5,2016-12-28 23:17:49.055782794,2016-12-31 08:27:54.000000000
rev_000077,order_000079,1,2017-09-01 15:51:54.678484855,2017-09-01 19:42:02.617646224
rev_000078,order_000080,1,2016-08-18 14:38:43.000000000,2016-08-20 01:10:40.921261491
rev_000079,order_000081,5,2017-01-04 21:01:16.592084215,2017-01-05 08:11:06.000000000
rev_000080,order_000082,3,2016-04-15 16:53:45.259043904,2016-04-17 01:56:12.681986109
rev_000081,order_000083,3,2018-05-03 12:08:52.925946859,2018-05-03 22:46:54.000000000
rev_000082,order_000084,3,2017-10-13 11:12:34.860274389,2017-10-15 15:58:36.611522061
rev_000083,order_000085,5,2017-02-15 17:02:18.514365629,2017-02-16 08:47:49.525234092
rev_000084,order_000086,5,2018-02-17 09:44:50.000000000,2018-02-19 01:28:12.000000000
rev_000085,order_000087,3,2018-05-23 03:54:15.371704397,2018-05-25 09:46:48.000000000
rev_000086,order_000088,5,2017-03-23 19:16:55.541022469,2017-03-24 15:23:27.426190192
rev_000087,order_000089,1,2016-12-02 13:16:47.072895379,2016-12-03 04:16:17.360643012
rev_000088,order_000090,5,2017-10-02 13:05:32.148254574,2017-10-03 07:29:56.000000000
rev_000089,order_000091,1,2018-02-20 05:52:13.000000000,2018-02-22 06:56:41.652394831
rev_000090,order_000092,1,2018-02-21 05:04:24.000000000,2018-02-22 14:03:26.000000000
rev_000091,order_000093,3,2017-07-11 03:16:54.981288161,2017-07-12 12:37:33.728643080
rev_000092,order_000095,5,2016-02-07 07:00:10.429967251,2016-02-12 23:00:05.054088794
rev_000093,order_000096,1,2016-09-13 03:48:47.000000000,2016-09-17 12:35:07.000000000
rev_000094,order_000097,5,2018-08-19 15:03:41.347332134,2018-08-21 15:57:17.291958061
rev_000095,order_000098,1,2017-08-28 19:25:56.000000000,2017-08-30 23:39:31.904427774
rev_000096,order_000099,1,2016-10-17 22:15:18.000000000,2016-10-18 20:36:36.249910432
rev_000097,order_000100,5,2018-02-25 14:21:05.000000000,2018-02-25 21:04:45.805397819
rev_000098,order_000101,4,2017-08-07 10:54:04.000000000,2017-08-10 13:41:18.000000000
rev_000099,order_000102,5,2016-03-07 05:00:15.000000000,2016-03-07 19:05:51.673611905
rev_000100,order_000104,1,2016-11-18 22:29:19.916763205,2016-11-21 03:14:32.690313718
rev_000101,order_000105,1,2017-06-18 20:07:39.114347917,2017-06-19 17:47:13.231705913
rev_000102,order_000106,5,2018-03-15 01:49:38.276928582,2018-03-16 17:57:26.931247011
rev_000103,order_000107,5,2017-04-25 07:57:09.120511562,2017-04-27 17:53:01.468677746
rev_000104,order_000109,4,2018-07-03 08:50:48.951795744,2018-07-03 15:58:17.663899632
rev_000105,order_000110,5,2017-04-07 21:53:30.134744039,2017-04-09 04:49:49.081395054
rev_000106,order_000111,1,2017-12-06 02:12:22.217635220,2017-12-06 16:00:24.554170793
rev_000107,order_000112,2,2018-05-12 08:30:34.977642043,2018-05-13 07:17:51.000000000
rev_000108,order_000113,1,2017-12-20 09:01:31.103330573,2017-12-20 23:03:30.399475545
rev_000109,order_000114,4,2018-05-16 16:38:28.185963016,2018-05-17 11:25:40.634837957
rev_000110,order_000115,5,2018-07-14 19:00:20.995257919,2018-07-16 06:55:11.590310578
rev_000111,order_000116,3,2016-06-15 14:15:05.000000000,2016-06-16 00:14:09.000000000
rev_000112,order_000117,3,2017-02-27 07:38:41.075549372,2017-02-27 22:10:19.558305758
rev_000113,order_000118,5,2017-11-10 07:01:10.000000000,2017-11-11 00:13:17.747896367
rev_000114,order_000119,1,2017-12-06 03:33:39.170341482,2017-12-06 20:45:17.000000000
rev_000115,order_000121,2,2018-05-28 06:08:01.001864867,2018-05-31 13:57:04.997172488
rev_000116,order_000122,5,2017-11-12 05:27:06.771424061,2017-11-13 15:42:19.000000000
rev_000117,order_000123,4,2018-08-04 21:45:08.606612897,2018-08-05 22:20:29.000000000
rev_000118,order_000124,5,2016-11-25 02:21:44.702037544,2016-11-26 15:00:56.589874772
rev_000119,order_000125,4,2018-06-18 22:29:37.578276822,2018-06-20 10:23:23.675030307
rev_000120,order_000126,5,2016-06-11 11:13:46.000000000,2016-06-13 19:18:46.654612356
rev_000121,order_000127,5,2018-08-22 09:05:47.000000000,2018-08-22 23:36:48.003321731
rev_000122,order_000128,5,2018-05-01 13:55:52.000000000,2018-05-02 08:51:08.000000000
rev_000123,order_000129,1,2016-10-04 01:24:32.166541503,2016-10-04 17:43:11.000000000
rev_000124,order_000130,4,2017-07-04 23:16:08.468422408,2017-07-05 04:27:08.376070396
rev_000125,order_000131,3,2017-07-21 05:14:28.222252697,2017-07-21 13:00:25.255363398
rev_000126,order_000132,1,2017-12-28 22:33:24.000000000,2017-12-30 17:54:02.000000000
rev_000127,order_000135,5,2016-11-17 00:53:00.815549575,2016-11-17 16:57:03.000000000
rev_000128,order_000136,5,2016-05-31 11:37:05.181970287,2016-06-01 08:33:01.241111248
rev_000129,order_000137,5,2016-06-29 00:52:09.000000000,2016-07-01 05:55:59.890427719
rev_000130,order_000138,3,2017-12-11 19:35:31.391982137,2017-12-13 22:48:02.214647655
rev_000131,order_000139,2,2017-06-30 00:17:38.486106715,2017-06-30 06:14:14.858018254
rev_000132,order_000140,4,2017-09-14 19:32:55.000000000,2017-09-16 07:32:02.317287423
rev_000133,order_000141,4,2018-03-03 03:09:14.615797225,2018-03-03 06:59:57.787063114
rev_000134,order_000142,5,2017-02-22 19:49:03.723942885,2017-02-23 13:11:16.000000000
rev_000135,order_000143,4,2018-03-09 07:03:01.694057494,2018-03-10 07:44:12.626130614
rev_000136,order_000144,5,2017-02-14 10:40:47.000000000,2017-02-18 19:51:58.161925310
rev_000137,order_000145,4,2018-07-16 00:46:52.098207028,2018-07-20 10:18:40.000000000
rev_000138,order_000146,5,2018-06-04 19:37:44.709942327,2018-06-05 22:38:39.752150128
rev_000139,order_000147,3,2017-12-15 05:50:20.597519286,2017-12-18 01:04:33.000000000
rev_000140,order_000148,1,2018-09-04 11:35:23.515090030,2018-09-04 14:10:10.892750121
rev_000141,order_000149,4,2018-07-06 08:52:15.101004665,2018-07-06 15:27:22.696722169
rev_000142,order_000150,3,2017-12-31 06:31:28.336288983,2018-01-02 00:24:08.197566585
rev_000143,order_000151,5,2017-01-12 20:57:16.391298377,2017-01-14 04:46:10.503882562
rev_000144,order_000152,4,2016-11-23 02:43:02.194407373,2016-11-24 02:48:05.060295613
rev_000145,order_000153,5,2017-09-05 20:44:19.173136721,2017-09-06 19:57:09.000000000
rev_000146,order_000154,4,2017-07-07 04:14:18.000000000,2017-07-09 15:40:48.516004177
rev_000147,order_000155,1,2017-07-10 12:08:01.000000000,2017-07-14 20:22:50.000000000
rev_000148,order_000156,5,2017-11-12 02:39:30.557201323,2017-11-13 19:48:07.000000000
rev_000149,order_000157,3,2017-04-12 05:21:16.388073322,2017-04-14 02:39:51.264044895
rev_000150,order_000158,1,2017-12-19 10:23:13.552738074,2017-12-19 22:38:49.725040104
rev_000151,order_000159,5,2016-09-23 22:26:07.000000000,2016-09-24 16:25:31.001672038
rev_000152,order_000160,5,2018-05-23 04:09:13.367993689,2018-05-24 23:38:40.000000000
rev_000153,order_000161,4,2018-03-19 15:15:54.000000000,2018-03-20 22:46:47.000000000
rev_000154,order_000162,5,2017-04-02 04:51:57.603998870,2017-04-03 07:57:30.000000000
rev_000155,order_000163,5,2017-10-03 10:53:45.000000000,2017-10-05 18:46:09.000000000
rev_000156,order_000164,5,2017-06-13 22:16:25.917598127,2017-06-16 00:03:29.923802299
rev_000157,order_000165,5,2017-03-16 05:14:31.168078254,2017-03-17 14:55:50.241293749
rev_000158,order_000166,2,2018-03-19 15:22:22.000000000,2018-03-20 12:06:59.308924162
rev_000159,order_000167,5,2017-11-27 01:41:22.180928579,2017-11-27 23:31:41.151100566
rev_000160,order_000168,5,2017-07-02 13:49:40.000000000,2017-07-03 01:30:10.254963750
rev_000161,order_000169,1,2018-06-19 22:57:01.000000000,2018-06-20 18:55:45.000000000
rev_000162,order_000170,4,2016-11-18 05:20:21.561988926,2016-11-18 17:17:20.306823944
rev_000163,order_000171,1,2018-05-08 01:59:01.475574653,2018-05-09 07:15:41.114794613
rev_000164,order_000172,3,2017-11-22 08:19:05.000000000,2017-11-23 09:59:33.103621069
rev_000165,order_000173,1,2016-12-30 21:37:23.833072858,2016-12-31 11:16:43.970148109
rev_000166,order_000174,3,2017-02-17 16:41:10.329072174,2017-02-21 04:47:38.016592867
rev_000167,order_000175,3,2017-07-11 08:25:05.545485759,2017-07-13 20:10:46.000000000
rev_000168,order_000176,5,2018-04-28 12:28:18.280898782,2018-04-30 20:21:56.589800145
rev_000169,order_000177,5,2017-01-14 15:15:14.000000000,2017-01-14 23:49:41.107465863
rev_000170,order_000178,5,2017-12-28 15:23:32.000000000,2017-12-30 17:07:56.803707916
rev_000171,order_000179,5,2016-12-03 15:19:33.000000000,2016-12-04 05:25:43.571844417
rev_000172,order_000180,5,2016-12-05 18:22:54.720771668,2016-12-07 09:19:29.976131221
rev_000173,order_000181,5,2017-01-23 00:10:26.153862759,2017-01-24 17:14:50.188681856
rev_000174,order_000182,1,2017-07-05 15:08:12.747893916,2017-07-07 13:25:48.000000000
rev_000175,order_000183,5,2016-01-18 04:25:16.003765921,2016-01-19 19:34:53.036482858
rev_000176,order_000184,3,2018-06-05 17:51:21.454071298,2018-06-07 08:25:24.856720365
rev_000177,order_000185,5,2016-07-22 16:19:36.000000000,2016-07-27 12:08:17.400525404
rev_000178,order_000186,5,2017-05-31 04:11:08.084918022,2017-06-01 10:11:05.261410924
rev_000179,order_000187,4,2017-12-30 20:32:39.265206338,2017-12-31 09:51:54.634888729
rev_000180,order_000188,4,2017-05-21 18:34:06.570358707,2017-05-22 10:44:24.999783473
rev_000181,order_000189,5,2016-04-20 12:44:11.221434623,2016-04-22 19:06:48.794048746
rev_000182,order_000190,4,2017-02-02 21:06:17.000000000,2017-02-03 23:55:20.031639102
rev_000183,order_000191,2,2017-11-14 05:51:44.855212706,2017-11-16 02:16:01.000000000
rev_000184,order_000193,5,2016-07-11 08:06:26.829012271,2016-07-12 11:14:20.000000000
rev_000185,order_000194,1,2016-11-19 15:42:14.440008206,2016-11-21 09:24:27.693368666
rev_000186,order_000195,5,2018-08-06 11:11:40.276712144,2018-08-07 05:33:53.000000000
rev_000187,order_000196,5,2016-04-12 07:18:15.280938897,2016-04-14 03:10:04.968729599
rev_000188,order_000197,5,2018-09-15 02:21:55.974199729,2018-09-16 16:29:27.000000000
rev_000189,order_000198,4,2017-12-08 04:06:19.590445386,2017-12-09 01:43:58.000000000
rev_000190,order_000199,5,2016-10-06 15:12:21.658184886,2016-10-08 19:54:07.976121628
rev_000191,order_000200,5,2017-12-16 04:40:59.000000000,2017-12-17 10:01:19.665607417
rev_000192,order_000201,2,2016-12-01 14:39:39.596097243,2016-12-02 15:20:13.834535738
rev_000193,order_000202,1,2018-01-10 08:09:12.000000000,2018-01-12 03:22:24.000000000
rev_000194,order_000203,5,2016-11-21 00:54:57.428641860,2016-11-21 16:33:16.575195674
rev_000195,order_000204,5,2016-08-09 14:59:34.025743310,2016-08-11 04:13:40.477158544
rev_000196,order_000205,3,2016-10-21 18:58:31.000000000,2016-10-24 12:24:54.000000000
rev_000197,order_000206,5,2017-04-04 02:16:10.700493768,2017-04-06 12:20:54.493804594
rev_000198,order_000207,2,2016-11-27 02:10:10.000000000,2016-11-28 19:03:35.000000000
rev_000199,order_000208,5,2018-06-01 03:49:36.000000000,2018-06-01 20:38:34.000000000
rev_000200,order_000209,1,2018-06-01 14:20:31.761428987,2018-06-04 07:21:11.602587028
rev_000201,order_000210,5,2018-01-28 05:30:26.283404871,2018-01-29 10:30:19.854319904
rev_000202,order_000211,1,2016-03-11 18:36:39.408245589,2016-03-13 18:53:27.343351718
rev_000203,order_000212,5,2016-08-11 22:12:22.000000000,2016-08-14 14:24:51.919493201
rev_000204,order_000213,1,2018-03-18 22:03:05.358408999,2018-03-21 02:42:13.221393633
rev_000205,order_000214,5,2018-07-14 03:06:58.000000000,2018-07-16 16:50:40.301576966
rev_000206,order_000215,1,2016-06-01 23:07:46.159126756,2016-06-04 14:11:22.000000000
rev_000207,order_000216,5,2016-05-13 21:14:09.372426937,2016-05-15 10:59:38.049271098
rev_000208,order_000217,5,2018-01-13 02:02:44.956427935,2018-01-14 04:32:24.573010621
rev_000209,order_000218,4,2017-01-13 22:23:33.078121438,2017-01-16 12:21:12.987927038
rev_000210,order_000219,1,2017-07-04 22:04:03.116568540,2017-07-05 15:38:27.297662765
rev_000211,order_000220,5,2016-06-21 06:25:57.523531653,2016-06-23 13:08:25.950147624
rev_000212,order_000221,5,2018-04-11 21:09:55.969961645,2018-04-12 17:48:13.249680393
rev_000213,order_000222,5,2018-05-11 03:21:13.000000000,2018-05-12 10:54:36.000000000
rev_000214,order_000223,1,2016-12-17 00:41:12.000000000,2016-12-18 17:30:17.310846588
rev_000215,order_000224,5,2016-05-02 02:01:32.000000000,2016-05-02 08:34:33.000000000
rev_000216,order_000225,5,2018-01-19 09:26:10.000000000,2018-01-22 13:42:05.000000000
rev_000217,order_000226,5,2018-02-24 13:18:10.746752956,2018-02-25 08:24:19.940647861
rev_000218,order_000227,4,2017-07-08 03:06:17.000000000,2017-07-10 03:51:57.000000000
rev_000219,order_000228,3,2018-05-26 08:36:32.000000000,2018-05-27 08:04:53.979754455
rev_000220,order_000229,5,2018-01-28 02:44:22.000000000,2018-01-28 14:19:55.031375374
rev_000221,order_000230,3,2018-01-13 07:39:58.668725423,2018-01-15 02:00:00.575705356
rev_000222,order_000231,3,2017-09-27 16:41:53.745082045,2017-10-02 11:20:34.406650668
rev_000223,order_000232,5,2018-07-13 10:53:57.027490578,2018-07-16 17:05:25.638118442
rev_000224,order_000233,3,2017-09-30 17:29:47.506869692,2017-10-01 00:53:03.646170789
rev_000225,order_000234,5,2018-01-16 21:43:59.000000000,2018-01-17 08:51:57.000000000
rev_000226,order_000235,5,2017-11-27 16:50:08.571908369,2017-11-28 19:59:53.024074486
rev_000227,order_000236,5,2017-04-02 07:32:26.529068610,2017-04-02 18:34:49.000000000
rev_000228,order_000237,5,2017-08-29 07:03:45.714478142,2017-09-04 14:44:13.000000000
rev_000229,order_000238,1,2016-10-15 08:27:14.948110111,2016-10-16 16:59:22.903916506
rev_000230,order_000239,5,2018-08-19 09:02:55.000000000,2018-08-20 15:04:09.005810360
rev_000231,order_000240,5,2016-06-25 16:00:53.699178842,2016-06-29 22:42:06.338482853
rev_000232,order_000241,5,2017-05-14 16:49:52.607716841,2017-05-19 00:48:11.000000000
rev_000233,order_000242,3,2016-04-04 23:26:34.000000000,2016-04-09 02:47:56.000000000
rev_000234,order_000243,4,2016-08-22 10:11:30.454531205,2016-08-23 04:48:33.903035802
rev_000235,order_000244,5,2017-08-08 05:14:38.238816147,2017-08-09 22:57:04.000000000
rev_000236,order_000245,4,2017-06-05 08:58:03.000000000,2017-06-05 11:22:03.611445993
rev_000237,order_000246,3,2018-07-16 14:25:52.073870928,2018-07-17 16:29:03.962717927
rev_000238,order_000247,5,2017-09-22 07:07:57.000000000,2017-09-23 19:55:52.751871271
rev_000239,order_000249,5,2016-12-04 07:03:57.866568901,2016-12-06 18:19:17.668682420
rev_000240,order_000250,4,2017-09-30 07:51:52.000000000,2017-10-02 14:27:09.000000000
rev_000241,order_000251,4,2017-09-20 06:37:08.363938323,2017-09-21 10:41:00.000000000
rev_000242,order_000252,5,2018-06-22 19:32:57.496195760,2018-06-25 04:40:32.239503917
rev_000243,order_000253,5,2018-06-18 10:55:58.447053313,2018-06-20 22:04:09.537830302
rev_000244,order_000254,5,2017-04-15 20:22:22.112816492,2017-04-18 03:32:38.418564224
rev_000245,order_000255,4,2017-02-28 16:52:38.236248043,2017-03-05 00:51:10.526282923
rev_000246,order_000256,4,2018-02-15 09:32:30.945665582,2018-02-16 22:25:54.345859671
rev_000247,order_000257,5,2016-05-01 16:39:04.691418676,2016-05-04 21:27:28.931372006
rev_000248,order_000258,5,2016-10-28 23:18:02.526691658,2016-10-30 06:00:25.730205374
rev_000249,order_000259,5,2016-12-06 18:30:31.996232145,2016-12-08 14:47:02.200379700
rev_000250,order_000260,5,2017-08-17 17:24:52.113944428,2017-08-20 21:41:35.000000000
rev_000251,order_000261,4,2016-09-06 12:14:27.920603734,2016-09-07 00:20:06.906412800
rev_000252,order_000262,3,2016-10-27 10:14:08.047231834,2016-10-29 22:02:25.000000000
rev_000253,order_000263,3,2016-06-14 03:26:09.720021772,2016-06-15 23:39:28.348406453
rev_000254,order_000264,1,2017-06-24 17:28:06.141598899,2017-06-25 16:52:58.640585289
rev_000255,order_000265,5,2017-09-10 09:53:46.814506840,2017-09-10 13:11:07.064714592
rev_000256,order_000266,3,2016-03-03 23:00:25.000000000,2016-03-05 07:30:16.000000000
rev_000257,order_000267,1,2016-05-28 11:09:10.250796603,2016-05-29 19:07:41.611613471
rev_000258,order_000268,5,2018-05-23 20:50:46.563621780,2018-05-26 01:37:13.000000000
rev_000259,order_000270,5,2018-09-15 10:30:22.876869139,2018-09-16 00:05:57.000000000
rev_000260,order_000271,5,2017-05-23 03:29:56.764031787,2017-05-25 05:34:54.151199454
rev_000261,order_000273,5,2018-03-08 13:19:06.000000000,2018-03-11 00:16:29.498004859
rev_000262,order_000274,2,2016-11-15 19:15:36.651059549,2016-11-17 00:43:47.665969623
rev_000263,order_000275,3,2017-06-08 05:59:31.594905956,2017-06-08 12:37:01.851707434
rev_000264,order_000276,4,2017-06-13 22:14:49.000000000,2017-06-14 05:07:23.689219755
rev_000265,order_000277,4,2018-05-26 20:46:26.612777003,2018-05-28 01:32:13.559346098
rev_000266,order_000278,5,2017-03-25 07:44:46.011082841,2017-03-27 01:14:12.818452017
rev_000267,order_000279,3,2018-03-04 20:12:35.000000000,2018-03-07 01:34:34.420355262
rev_000268,order_000280,4,2018-01-11 14:51:02.178976290,2018-01-13 15:40:47.000000000
rev_000269,order_000281,4,2018-05-31 04:33:37.284686945,2018-06-01 11:49:59.581212496
rev_000270,order_000282,5,2017-08-19 11:49:58.000000000,2017-08-20 05:54:03.563912654
rev_000271,order_000283,5,2017-05-25 21:18:07.004198595,2017-05-26 21:45:24.879592114
rev_000272,order_000284,4,2017-04-25 11:30:56.000000000,2017-04-27 05:19:00.528863154
rev_000273,order_000285,1,2017-01-03 01:50:56.000000000,2017-01-03 04:54:48.952160626
rev_000274,order_000286,5,2018-06-27 07:31:14.532478268,2018-06-29 03:46:28.592350553
rev_000275,order_000287,5,2017-12-06 03:16:25.252964737,2017-12-09 10:43:32.216536441
rev_000276,order_000288,5,2017-06-09 14:14:48.369726330,2017-06-10 20:49:52.463692978
rev_000277,order_000289,5,2016-09-24 13:16:01.000000000,2016-09-25 11:30:09.233834204
rev_000278,order_000290,1,2017-01-08 08:48:02.000000000,2017-01-09 03:34:24.000000000
rev_000279,order_000291,5,2018-03-19 11:56:39.111937973,2018-03-21 01:24:15.865525336
rev_000280,order_000292,3,2018-03-08 02:28:33.240741639,2018-03-08 23:20:49.983941623
rev_000281,order_000293,2,2018-01-22 04:40:17.000000000,2018-01-24 14:08:14.804690604
rev_000282,order_000294,5,2018-07-08 07:39:20.353145633,2018-07-09 10:06:44.887959999
rev_000283,order_000295,1,2017-01-13 17:53:34.742079970,2017-01-14 08:22:27.660221300
rev_000284,order_000296,1,2017-12-04 19:32:08.687877122,2017-12-04 23:54:29.000000000
rev_000285,order_000297,5,2016-12-25 17:54:49.409378477,2016-12-27 21:43:40.877548298
rev_000286,order_000298,3,2018-08-02 13:36:22.261341555,2018-08-03 23:59:29.060826205
rev_000287,order_000300,5,2018-04-09 20:45:57.000000000,2018-04-10 15:11:57.000000000
rev_000288,order_000301,1,2016-04-05 14:41:06.576153685,2016-04-06 15:10:35.000000000
rev_000289,order_000302,1,2018-03-10 19:36:46.148853282,2018-03-13 16:22:51.406313916
rev_000290,order_000303,4,2018-01-02 11:09:33.000000000,2018-01-02 18:25:13.000000000
rev_000291,order_000304,5,2016-03-28 13:16:52.915182474,2016-03-29 15:20:45.669916401
rev_000292,order_000305,5,2017-10-02 03:53:36.295332883,2017-10-02 09:02:01.229909814
rev_000293,order_000306,5,2016-11-06 18:44:31.828525509,2016-11-08 02:37:15.709239341
rev_000294,order_000307,5,2018-08-27 04:00:15.392194828,2018-08-27 09:06:35.355547448
rev_000295,order_000308,2,2018-07-10 18:24:38.000000000,2018-07-12 19:22:47.834467652
