customer_unique_id,customer_city,customer_state,customer_zip_code_prefix
cust_000094,sorocaba,SP,53171
cust_000095,campinas,SP,60399
cust_000096,maceio,AL,50701
cust_000097,belo horizonte,Unknown,49215
cust_000098,contagem,MG,69246
cust_000099,duque de caxias,RJ,71478
cust_000100,goiania,GO,18413
cust_000101,santos,SP,68980
cust_000102,florianopolis,SC,50579
cust_000103,feira de santana,BA,41477
cust_000104,sao paulo,SP,26764
cust_000105,sorocaba,SP,55781
cust_000106,rio de janeiro,RJ,97193
cust_000107,santos,SP,47167
cust_000108,santos,SP,6957
cust_000109,campinas,SP,25092
cust_000110,sorocaba,SP,92910
cust_000111,caxias do sul,RS,80409
cust_000112,niteroi,RJ,6931
cust_000113,contagem,MG,80739
cust_000114,rio de janeiro,RJ,11817
cust_000115,sao paulo,SP,30742
cust_000116,niteroi,Unknown,90719
cust_000117,recife,PE,65169
cust_000118,sao paulo,SP,65136
cust_000119,uberlandia,MG,22236
cust_000120,salvador,BA,33116
cust_000121,uberlandia,MG,10227
cust_000122,sao paulo,SP,59247
cust_000123,campinas,SP,49135
cust_000124,uberlandia,MG,17448
cust_000125,curitiba,PR,29894
cust_000126,londrina,PR,7421
cust_000127,caxias do sul,RS,7333
cust_000128,sao paulo,SP,5873
cust_000129,joinville,SC,32961
cust_000130,contagem,MG,27731
cust_000131,joao pessoa,PB,19658
cust_000132,curitiba,PR,18760
cust_000133,rio de janeiro,RJ,94988
cust_000134,caxias do sul,RS,40928
cust_000135,belo horizonte,Unknown,52376
cust_000136,sorocaba,SP,87789
cust_000137,niteroi,RJ,99765
cust_000138,sorocaba,SP,38476
cust_000139,santos,SP,77063
cust_000140,londrina,PR,40457
cust_000141,sorocaba,SP,27560
cust_000142,londrina,PR,12956
cust_000143,rio de janeiro,RJ,35497
cust_000144,feira de santana,BA,98880
cust_000145,curitiba,Unknown,17756
cust_000146,curitiba,PR,15379
cust_000147,rio de janeiro,RJ,26320
cust_000148,campo grande,MS,34492
cust_000149,campinas,SP,38774
cust_000150,florianopolis,SC,94627
cust_000151,duque de caxias,RJ,93082
cust_000152,campinas,SP,46037
cust_000153,contagem,MG,88832
cust_000154,rio de janeiro,Unknown,34471
cust_000155,campinas,SP,40034
cust_000156,santos,SP,71800
cust_000157,sorocaba,SP,86926
cust_000158,joao pessoa,PB,4269
cust_000159,contagem,MG,59219
cust_000160,santos,SP,32798
cust_000161,londrina,PR,39711
cust_000162,uberlandia,MG,58442
cust_000163,londrina,PR,51800
cust_000164,contagem,MG,99108
cust_000165,sorocaba,SP,44740
cust_000166,santos,SP,96786
cust_000167,curitiba,PR,68236
cust_000168,londrina,PR,62991
cust_000169,curitiba,PR,53954
cust_000170,sorocaba,SP,34670
cust_000171,florianopolis,SC,59064
cust_000172,rio de janeiro,RJ,55454
cust_000173,porto alegre,RS,11529
cust_000174,sorocaba,SP,93452
cust_000175,curitiba,PR,88822
cust_000176,natal,RN,67049
cust_000177,sao paulo,SP,67260
cust_000178,florianopolis,SC,15771
cust_000179,contagem,MG,60084
cust_000180,sao paulo,SP,97181
cust_000181,sorocaba,Unknown,13194
cust_000182,curitiba,PR,90317
cust_000183,santos,SP,35789
cust_000184,santos,SP,22460
cust_000185,goiania,GO,90281
cust_000186,contagem,MG,66027
cust_000187,curitiba,PR,80360
cust_000188,uberlandia,MG,87943
cust_000189,niteroi,RJ,2070
cust_000190,curitiba,PR,22831
cust_000191,santos,SP,24410
cust_000192,santos,SP,92439
cust_000193,uberlandia,MG,53076
cust_000194,vitoria,ES,18824
cust_000195,santos,SP,70141
cust_000196,sao luis,MA,36359
cust_000197,londrina,PR,58153
cust_000198,niteroi,RJ,94368
cust_000199,niteroi,Unknown,27724
cust_000200,campinas,SP,94719
cust_000201,belo horizonte,MG,74515
cust_000202,campinas,SP,3305
cust_000203,rio de janeiro,RJ,40055
cust_000204,sorocaba,SP,86772
cust_000205,cuiaba,MT,85793
cust_000206,santos,SP,69677
cust_000207,niteroi,RJ,69359
cust_000208,santos,SP,87299
cust_000209,sorocaba,SP,15076
cust_000210,sorocaba,SP,46729
cust_000211,florianopolis,SC,35756
cust_000212,uberlandia,MG,98168
cust_000213,duque de caxias,RJ,76913
cust_000214,feira de santana,BA,75074
cust_000215,sorocaba,SP,10443
cust_000216,salvador,BA,76175
cust_000217,campinas,SP,83763
cust_000218,goiania,GO,43266
cust_000219,vitoria,ES,86483
cust_000220,salvador,Unknown,39839
cust_000221,campinas,SP,65675
cust_000222,niteroi,RJ,21350
cust_000223,feira de santana,BA,51590
cust_000224,rio de janeiro,Unknown,6766
cust_000225,sorocaba,SP,12802
cust_000226,duque de caxias,RJ,90243
cust_000227,campinas,SP,70434
cust_000228,rio de janeiro,RJ,59478
cust_000229,sorocaba,SP,41054
cust_000230,belo horizonte,MG,56252
cust_000231,sorocaba,SP,70901
cust_000232,sorocaba,SP,34464
cust_000233,campinas,SP,33028
cust_000234,belem,PA,74229
cust_000235,uberlandia,MG,54460
cust_000236,uberlandia,MG,41280
cust_000237,joinville,SC,45264
cust_000238,contagem,MG,81122
cust_000239,sorocaba,SP,52252
cust_000240,belo horizonte,MG,8902
cust_000241,sorocaba,SP,83062
cust_000242,contagem,MG,25495
cust_000243,santos,SP,8324
cust_000244,fortaleza,CE,29057
cust_000245,rio de janeiro,RJ,12790
cust_000246,santos,SP,3309
cust_000247,uberlandia,MG,70241
cust_000248,campinas,SP,66680
cust_000249,niteroi,RJ,31509
cust_000250,goiania,GO,70459
cust_000251,curitiba,PR,4760
cust_000252,caxias do sul,RS,41925
cust_000253,rio de janeiro,RJ,57986
cust_000254,rio de janeiro,RJ,79749
cust_000255,campinas,SP,28051
cust_000256,uberlandia,Unknown,95418
cust_000257,contagem,MG,37890
cust_000258,campinas,SP,73932
cust_000259,sorocaba,SP,18776
cust_000260,sao paulo,SP,67653
cust_000261,santos,SP,56573
cust_000262,sorocaba,SP,45512
cust_000263,campinas,SP,26098
cust_000264,rio de janeiro,RJ,55794
cust_000265,niteroi,RJ,41684
cust_000266,sao paulo,SP,29522
cust_000267,rio de janeiro,RJ,53047
cust_000268,salvador,BA,25166
cust_000269,campinas,SP,65746
cust_000270,santos,SP,3594
cust_000271,rio de janeiro,RJ,25202
cust_000272,campinas,SP,48605
cust_000273,sorocaba,SP,13641
cust_000274,niteroi,RJ,23282
cust_000275,santos,SP,43041
cust_000276,feira de santana,BA,47268
cust_000277,brasilia,Unknown,34769
cust_000278,sorocaba,SP,81422
cust_000279,rio de janeiro,RJ,51609
cust_000280,cuiaba,MT,37345
cust_000281,niteroi,RJ,51838
cust_000282,maceio,AL,32867
cust_000283,curitiba,Unknown,6033
cust_000284,santos,SP,45236
cust_000285,campinas,SP,36864
cust_000286,sao paulo,SP,50053
cust_000287,joinville,SC,51958
cust_000288,santos,SP,27993
cust_000289,porto alegre,RS,46013
cust_000290,rio de janeiro,RJ,60391
cust_000291,feira de santana,BA,24909
cust_000292,curitiba,PR,3870
cust_000293,sorocaba,SP,19348
cust_000294,sao paulo,SP,49125
cust_000295,rio de janeiro,RJ,69398
cust_000296,joinville,SC,65252
cust_000297,porto alegre,RS,77635
cust_000298,duque de caxias,RJ,47159
cust_000299,feira de santana,BA,87919
cust_000300,rio de janeiro,RJ,97847
cust_000301,sorocaba,SP,2721
cust_000302,goiania,GO,16348
cust_000303,duque de caxias,RJ,40513
cust_000304,salvador,BA,45851
cust_000305,santos,SP,21393
cust_000306,uberlandia,MG,29887
cust_000307,sao paulo,SP,5454
cust_000308,santos,SP,90418
cust_000309,sorocaba,SP,78895
cust_000310,curitiba,PR,18780
cust_000311,sorocaba,SP,40664
cust_000312,santos,SP,52620
cust_000313,santos,SP,45183
cust_000314,niteroi,RJ,43007
cust_000315,contagem,MG,55676
cust_000316,caxias do sul,RS,91804
cust_000317,caxias do sul,RS,53008
cust_000318,niteroi,RJ,56202
cust_000319,rio de janeiro,RJ,26690
cust_000320,santos,SP,47099
cust_000321,duque de caxias,RJ,67842
cust_000322,goiania,Unknown,59070
cust_000323,duque de caxias,RJ,49150
cust_000324,vitoria,ES,71429
cust_000325,santos,SP,22596
cust_000326,curitiba,PR,4166
cust_000327,caxias do sul,Unknown,31885
cust_000328,caxias do sul,RS,25429
cust_000329,uberlandia,MG,91399
cust_000330,sao paulo,SP,24336
cust_000331,londrina,PR,91194
cust_000332,niteroi,RJ,42141
cust_000333,rio de janeiro,RJ,71763
cust_000334,santos,SP,58060
cust_000335,sorocaba,SP,1530
cust_000336,fortaleza,CE,91672
cust_000337,sorocaba,SP,48064
cust_000338,campinas,SP,57010
cust_000339,sorocaba,SP,27129
cust_000340,belo horizonte,MG,18963
cust_000341,curitiba,PR,4855
cust_000342,belem,PA,53059
cust_000343,uberlandia,MG,31972
cust_000344,santos,SP,43428
cust_000345,sao paulo,SP,98208
cust_000346,campinas,SP,64927
cust_000347,belo horizonte,MG,73984
cust_000348,sao luis,MA,64045
cust_000349,campinas,SP,18310
cust_000350,santos,SP,66353
cust_000351,porto alegre,RS,88832
cust_000352,contagem,MG,99730
cust_000353,belo horizonte,MG,5700
cust_000354,niteroi,RJ,3732
cust_000355,sorocaba,SP,97912
cust_000356,duque de caxias,RJ,76460
cust_000357,sorocaba,SP,2602
cust_000358,porto alegre,RS,85628
cust_000359,campinas,SP,94139
cust_000360,duque de caxias,RJ,25268
cust_000361,campo grande,MS,22156
cust_000362,rio de janeiro,RJ,75981
cust_000363,sorocaba,SP,30953
cust_000364,vitoria,ES,11393
cust_000365,sao paulo,SP,69821
cust_000366,curitiba,Unknown,54710
cust_000367,sao paulo,SP,28410
cust_000368,brasilia,DF,32916
cust_000369,sao paulo,Unknown,47466
cust_000370,sorocaba,SP,23571
cust_000371,campo grande,Unknown,6169
cust_000372,belo horizonte,MG,65069
cust_000373,campinas,SP,29964
cust_000374,sorocaba,SP,40859
cust_000375,sorocaba,SP,31646
cust_000376,campinas,SP,17439
cust_000377,niteroi,RJ,54826
cust_000378,niteroi,RJ,61052
cust_000379,belem,PA,50582
cust_000380,londrina,PR,51173
cust_000381,belem,PA,71778
cust_000382,rio de janeiro,RJ,5181
cust_000383,duque de caxias,RJ,77602
cust_000384,contagem,MG,82254
cust_000385,sao paulo,SP,16037
cust_000386,sorocaba,SP,98687
cust_000387,feira de santana,BA,46199
cust_000388,porto alegre,RS,34883
cust_000389,sorocaba,SP,30371
cust_000390,niteroi,RJ,98741
cust_000391,sao paulo,SP,55357
cust_000392,belo horizonte,MG,99585
cust_000393,sao paulo,SP,71954
cust_000394,goiania,GO,46972
cust_000395,niteroi,RJ,3849
cust_000396,santos,SP,92145
cust_000397,curitiba,PR,23544
cust_000398,fortaleza,CE,78445
cust_000399,feira de santana,BA,13664
cust_000400,rio de janeiro,RJ,83613
cust_000401,sorocaba,SP,3684
cust_000402,belo horizonte,MG,13128
cust_000403,salvador,BA,30412
cust_000404,natal,RN,78250
cust_000405,niteroi,RJ,99705
cust_000406,caxias do sul,Unknown,24417
cust_000407,santos,SP,58050
cust_000408,sorocaba,SP,74999
cust_000409,campinas,SP,89162
cust_000410,sorocaba,Unknown,24353
cust_000411,duque de caxias,RJ,12035
cust_000412,sao paulo,SP,78607
cust_000413,caxias do sul,RS,4323
cust_000414,contagem,MG,89481
cust_000415,santos,SP,40809
cust_000416,caxias do sul,RS,50671
cust_000417,santos,Unknown,50118
cust_000418,santos,SP,43889
cust_000419,sao luis,MA,2231
cust_000420,campinas,SP,15423
cust_000421,sao paulo,SP,35956
cust_000422,belo horizonte,MG,24362
cust_000423,sao paulo,SP,81800
cust_000424,santos,SP,99228
cust_000425,curitiba,PR,21389
cust_000426,uberlandia,MG,73349
cust_000427,duque de caxias,RJ,51097
cust_000428,recife,PE,77139
cust_000429,sao paulo,SP,76549
cust_000430,duque de caxias,RJ,81585
cust_000431,campinas,SP,96238
cust_000432,sorocaba,SP,58779
cust_000433,natal,RN,92476
cust_000434,londrina,PR,44669
cust_000435,campinas,SP,5790
cust_000436,sorocaba,SP,35460
cust_000437,sorocaba,SP,69577
cust_000438,caxias do sul,RS,3699
cust_000439,sorocaba,SP,82893
cust_000440,belem,PA,81161
cust_000441,santos,SP,23995
cust_000442,sao paulo,SP,86622
cust_000443,belem,PA,77785
cust_000444,recife,PE,34951
cust_000445,santos,SP,92559
cust_000446,rio de janeiro,RJ,51986
cust_000447,goiania,GO,45206
cust_000448,caxias do sul,RS,58223
cust_000449,contagem,MG,98575
cust_000450,belo horizonte,MG,66088
cust_000451,belem,PA,51841
cust_000452,niteroi,RJ,65338
cust_000453,santos,SP,73906
cust_000454,rio de janeiro,RJ,20475
cust_000455,londrina,PR,53535
cust_000456,duque de caxias,RJ,68979
cust_000457,sao paulo,SP,20027
cust_000458,porto alegre,RS,75500
cust_000459,rio de janeiro,RJ,2047
cust_000460,campo grande,MS,2709
cust_000461,santos,SP,39766
cust_000462,caxias do sul,RS,62169
cust_000463,contagem,MG,12741
cust_000464,campinas,SP,42254
cust_000465,rio de janeiro,RJ,19384
cust_000466,campinas,SP,88626
cust_000467,florianopolis,SC,73614
cust_000468,curitiba,PR,94428
cust_000469,santos,SP,37793
cust_000470,rio de janeiro,RJ,58790
cust_000471,campo grande,MS,36507
cust_000472,santos,SP,40560
cust_000473,fortaleza,CE,55201
cust_000474,sorocaba,SP,93867
cust_000475,campinas,SP,87267
cust_000476,duque de caxias,RJ,27709
cust_000477,campinas,SP,31530
cust_000478,goiania,GO,49762
cust_000479,caxias do sul,RS,76217
cust_000480,caxias do sul,RS,35958
cust_000481,caxias do sul,RS,7588
cust_000482,caxias do sul,RS,16209
cust_000483,curitiba,PR,40528
cust_000484,caxias do sul,RS,89534
cust_000485,feira de santana,BA,69709
cust_000486,belo horizonte,MG,25797
cust_000487,sorocaba,SP,59672
cust_000488,rio de janeiro,RJ,79737
cust_000489,niteroi,RJ,28697
cust_000490,campinas,SP,75565
cust_000491,santos,SP,64776
cust_000492,sao paulo,SP,67016
cust_000493,sorocaba,SP,14173
cust_000494,salvador,BA,11789
cust_000495,curitiba,PR,46102
cust_000496,sorocaba,SP,40663
cust_000497,vitoria,ES,31458
cust_000498,cuiaba,MT,92758
cust_000499,brasilia,DF,25414
cust_000500,sao paulo,SP,37225
cust_000501,sorocaba,SP,5795
cust_000502,niteroi,RJ,3011
cust_000503,porto alegre,Unknown,33328
cust_000504,contagem,MG,72830
cust_000505,caxias do sul,RS,60025
cust_000506,londrina,PR,69071
cust_000507,cuiaba,MT,75369
cust_000508,niteroi,RJ,58434
cust_000509,fortaleza,CE,45313
cust_000510,salvador,BA,36923
cust_000511,santos,SP,4917
cust_000512,feira de santana,BA,32957
cust_000513,sorocaba,SP,50375
cust_000514,santos,SP,23724
cust_000515,maceio,AL,15126
cust_000516,rio de janeiro,RJ,59582
cust_000517,niteroi,RJ,48766
cust_000518,cuiaba,MT,99617
cust_000519,santos,SP,82151
cust_000520,sorocaba,SP,78558
cust_000521,campinas,SP,50336
cust_000522,rio de janeiro,RJ,65828
cust_000523,sorocaba,SP,88575
cust_000524,sorocaba,Unknown,57380
cust_000525,salvador,BA,26132
cust_000526,sao paulo,SP,70826
cust_000527,uberlandia,MG,12847
cust_000528,sao paulo,SP,50689
cust_000529,rio de janeiro,RJ,85634
cust_000530,uberlandia,MG,84894
cust_000531,niteroi,RJ,77651
cust_000532,sao paulo,SP,58604
cust_000533,campinas,SP,35428
cust_000534,santos,SP,25497
cust_000535,sorocaba,SP,50428
cust_000536,duque de caxias,RJ,56766
cust_000537,campinas,SP,32651
cust_000538,santos,SP,25295
cust_000539,campinas,SP,77114
cust_000540,joinville,SC,54030
cust_000541,rio de janeiro,RJ,48937
cust_000542,niteroi,RJ,80654
cust_000543,belo horizonte,MG,97005
cust_000544,santos,SP,73027
cust_000545,campinas,SP,78253
cust_000546,campinas,SP,27764
cust_000547,niteroi,RJ,86141
cust_000548,santos,SP,73199
cust_000549,campinas,SP,56592
cust_000550,fortaleza,CE,13254
cust_000551,londrina,PR,52582
cust_000552,sorocaba,SP,64888
cust_000553,fortaleza,CE,20735
cust_000554,santos,SP,32171
cust_000555,santos,SP,78511
cust_000556,santos,SP,62096
cust_000557,belem,PA,24558
cust_000558,sao paulo,SP,86372
cust_000559,florianopolis,SC,84608
cust_000560,contagem,MG,14242
cust_000561,duque de caxias,RJ,7515
cust_000562,sao paulo,SP,69950
cust_000563,sao paulo,SP,8273
cust_000564,caxias do sul,RS,68648
cust_000565,santos,SP,54388
cust_000566,niteroi,RJ,75934
cust_000567,sorocaba,SP,4145
cust_000568,florianopolis,SC,96959
cust_000569,caxias do sul,Unknown,10142
cust_000570,duque de caxias,RJ,48812
cust_000571,niteroi,RJ,81422
cust_000572,campinas,SP,14494
cust_000573,sao paulo,SP,75233
cust_000574,sorocaba,Unknown,69898
cust_000575,caxias do sul,RS,87854
cust_000576,campinas,SP,54984
cust_000577,sao paulo,SP,31617
cust_000578,campinas,SP,81377
cust_000579,campinas,SP,16180
cust_000580,uberlandia,MG,79504
cust_000581,caxias do sul,RS,17433
cust_000582,campinas,SP,73578
cust_000583,sao paulo,SP,5105
cust_000584,contagem,MG,40307
cust_000585,contagem,MG,88418
cust_000586,brasilia,DF,48093
cust_000587,salvador,BA,3739
cust_000588,feira de santana,BA,91688
cust_000589,brasilia,DF,60283
cust_000590,goiania,GO,44160
cust_000591,uberlandia,MG,88762
cust_000592,contagem,MG,59072
cust_000593,curitiba,PR,60289
cust_000594,sao paulo,SP,68667
cust_000595,santos,SP,18280
cust_000596,fortaleza,CE,12457
cust_000597,rio de janeiro,RJ,61151
cust_000598,sao paulo,SP,77171
cust_000599,sao paulo,Unknown,96129
cust_000600,campinas,SP,2480
cust_000601,sorocaba,SP,8647
cust_000602,niteroi,RJ,98224
cust_000603,duque de caxias,RJ,18195
cust_000604,duque de caxias,RJ,57271
cust_000605,sao paulo,SP,47750
cust_000606,duque de caxias,RJ,17637
cust_000607,sao paulo,SP,77104
cust_000608,sao paulo,SP,78634
cust_000609,uberlandia,MG,28859
cust_000610,campinas,SP,84607
cust_000611,fortaleza,CE,60905
cust_000612,belo horizonte,MG,21272
cust_000613,campinas,SP,27435
cust_000614,campinas,SP,5084
cust_000615,santos,SP,56842
cust_000616,sorocaba,SP,52924
cust_000617,fortaleza,CE,18826
cust_000618,porto alegre,RS,64415
cust_000619,florianopolis,SC,31095
cust_000620,belo horizonte,MG,17657
cust_000621,fortaleza,CE,19252
cust_000622,recife,PE,56598
cust_000623,sorocaba,SP,92641
cust_000624,santos,SP,53112
cust_000625,campinas,SP,62449
cust_000626,sao paulo,SP,86495
cust_000627,duque de caxias,RJ,65477
cust_000628,sao paulo,SP,81766
cust_000629,florianopolis,SC,54163
cust_000630,sorocaba,SP,14063
cust_000631,florianopolis,SC,66281
cust_000632,sorocaba,SP,70994
cust_000633,santos,SP,45298
cust_000634,brasilia,DF,50783
cust_000635,niteroi,RJ,10201
cust_000636,londrina,PR,47159
cust_000637,goiania,GO,92306
cust_000638,sao paulo,SP,17071
cust_000639,campinas,SP,64410
cust_000640,campinas,SP,75016
cust_000641,santos,SP,71744
cust_000642,vitoria,ES,86967
cust_000643,florianopolis,Unknown,20775
cust_000644,sorocaba,SP,21345
cust_000645,caxias do sul,RS,34196
cust_000646,belem,PA,3911
cust_000647,sorocaba,SP,1588
cust_000648,sorocaba,SP,61305
cust_000649,feira de santana,BA,30547
cust_000650,curitiba,PR,98145
cust_000651,santos,SP,85656
cust_000652,niteroi,RJ,68201
cust_000653,campinas,SP,82180
cust_000654,belo horizonte,MG,26017
cust_000655,contagem,MG,70342
cust_000656,santos,SP,87399
cust_000657,florianopolis,SC,16641
cust_000658,niteroi,RJ,54267
cust_000659,caxias do sul,RS,99014
cust_000660,contagem,MG,51465
cust_000661,rio de janeiro,RJ,81837
cust_000662,santos,SP,6670
cust_000663,campinas,SP,35250
cust_000664,curitiba,PR,7006
cust_000665,belo horizonte,MG,71942
cust_000666,sorocaba,SP,58350
cust_000667,campo grande,MS,20458
cust_000668,feira de santana,BA,80861
cust_000669,sorocaba,SP,54609
cust_000670,santos,SP,75562
cust_000671,niteroi,RJ,71611
cust_000672,campinas,SP,94134
cust_000673,campo grande,MS,23735
cust_000674,belo horizonte,MG,50772
cust_000675,santos,SP,17042
cust_000676,rio de janeiro,RJ,62450
cust_000677,sorocaba,SP,36970
cust_000678,rio de janeiro,RJ,63091
cust_000679,sorocaba,SP,8378
cust_000680,salvador,BA,38639
cust_000681,curitiba,PR,46769
cust_000682,fortaleza,CE,1281
cust_000683,campinas,SP,14230
cust_000684,santos,SP,84050
cust_000685,joinville,SC,49356
cust_000686,campinas,SP,7642
cust_000687,campinas,SP,14866
cust_000688,joao pessoa,PB,95966
cust_000689,joinville,SC,17909
cust_000690,brasilia,DF,84540
cust_000691,campinas,SP,25374
cust_000692,belo horizonte,MG,11274
cust_000693,duque de caxias,RJ,84010
cust_000694,duque de caxias,RJ,13080
cust_000695,santos,SP,81792
cust_000696,brasilia,DF,73973
cust_000697,sao paulo,SP,99000
cust_000698,uberlandia,MG,54822
cust_000699,brasilia,DF,92923
cust_000700,joinville,SC,65241
cust_000701,sorocaba,SP,2817
cust_000702,contagem,MG,29705
cust_000703,niteroi,RJ,2418
cust_000704,sorocaba,SP,88484
cust_000705,santos,SP,41256
cust_000706,belo horizonte,MG,54753
cust_000707,florianopolis,SC,80598
cust_000708,vitoria,ES,56980
cust_000709,campinas,SP,92306
cust_000710,santos,SP,99066
cust_000711,sao paulo,SP,20966
cust_000712,natal,RN,77382
cust_000713,brasilia,DF,19723
cust_000714,cuiaba,MT,69191
cust_000715,duque de caxias,RJ,54240
cust_000716,sao paulo,SP,86797
cust_000717,uberlandia,MG,18743
cust_000718,campinas,SP,99102
cust_000719,sao paulo,SP,51225
cust_000720,santos,SP,81440
cust_000721,sorocaba,SP,81421
cust_000722,sorocaba,SP,80831
cust_000723,belem,PA,25061
cust_000724,londrina,PR,19942
cust_000725,londrina,PR,10106
cust_000726,sorocaba,SP,87460
cust_000727,londrina,PR,61070
cust_000728,sao paulo,SP,88239
cust_000729,sorocaba,SP,34272
cust_000730,santos,SP,60107
cust_000731,santos,SP,6633
cust_000732,brasilia,DF,65411
cust_000733,feira de santana,BA,90322
cust_000734,santos,SP,62752
cust_000735,contagem,MG,85219
cust_000736,sorocaba,SP,54949
cust_000737,sao paulo,SP,44252
cust_000738,contagem,MG,19154
cust_000739,londrina,PR,25041
cust_000740,florianopolis,SC,66111
cust_000741,sao paulo,SP,40446
cust_000742,niteroi,RJ,38560
cust_000743,campinas,SP,56320
cust_000744,campinas,SP,54113
cust_000745,sao paulo,SP,80489
cust_000746,santos,SP,90209
cust_000747,campinas,SP,13556
cust_000748,sao paulo,SP,11808
cust_000749,porto alegre,RS,82645
cust_000750,campinas,SP,95589
cust_000751,santos,SP,54289
cust_000752,vitoria,ES,57250
cust_000753,goiania,GO,72627
cust_000754,santos,SP,95031
cust_000755,santos,SP,36380
cust_000756,santos,SP,20864
cust_000757,campo grande,MS,81909
cust_000758,campinas,SP,6374
cust_000759,sorocaba,SP,11221
cust_000760,londrina,PR,62479
cust_000761,caxias do sul,RS,32290
cust_000762,campinas,SP,53158
cust_000763,campinas,SP,50396
cust_000764,sorocaba,SP,73753
cust_000765,campinas,SP,17927
cust_000766,sorocaba,SP,60542
cust_000767,florianopolis,SC,75177
cust_000768,londrina,PR,51913
cust_000769,caxias do sul,RS,31490
cust_000770,caxias do sul,RS,90351
cust_000771,rio de janeiro,RJ,13916
cust_000772,santos,SP,33017
cust_000773,londrina,Unknown,55416
cust_000774,sao paulo,SP,27882
cust_000775,santos,SP,65542
cust_000776,sorocaba,SP,80594
cust_000777,londrina,PR,53466
cust_000778,contagem,MG,35811
cust_000779,duque de caxias,RJ,60774
cust_000780,rio de janeiro,RJ,56743
cust_000781,feira de santana,BA,81423
cust_000782,campinas,SP,61790
cust_000783,sorocaba,SP,1607
cust_000784,londrina,Unknown,30151
cust_000785,contagem,MG,37084
cust_000786,rio de janeiro,RJ,36218
cust_000787,campinas,SP,86115
cust_000788,vitoria,ES,5029
cust_000789,sorocaba,SP,74653
cust_000790,goiania,GO,28673
cust_000791,joinville,SC,55519
cust_000792,brasilia,DF,33282
cust_000793,sao paulo,SP,7899
cust_000794,niteroi,RJ,2663
cust_000795,sao paulo,SP,39738
cust_000796,santos,SP,82492
cust_000797,sao paulo,SP,35387
cust_000798,sao paulo,SP,88648
